Altersgruppe;Anzahl;Timestamp
<5;0;2020-04-21T16:00:00
5-14;0;2020-04-21T16:00:00
15-24;0;2020-04-21T16:00:00
25-34;1;2020-04-21T16:00:00
35-44;1;2020-04-21T16:00:00
45-54;4;2020-04-21T16:00:00
55-64;16;2020-04-21T16:00:00
65-74;81;2020-04-21T16:00:00
75-84;169;2020-04-21T16:00:00
>84;182;2020-04-21T16:00:00
