Bundesland;Anzahl;GKZ;Timestamp
Wien;520;9;2020-05-11T13:00:00
Vorarlberg;27;8;2020-05-11T13:00:00
Tirol;99;7;2020-05-11T13:00:00
Steiermark;251;6;2020-05-11T13:00:00
Salzburg;36;5;2020-05-11T13:00:00
Oberösterreich;42;4;2020-05-11T13:00:00
Niederösterreich;174;3;2020-05-11T13:00:00
Kärnten;9;2;2020-05-11T13:00:00
Burgenland;43;1;2020-05-11T13:00:00
