AktuelleErkrankungen;PositivGetestet;Genesen;TotBestaetigt;TotGemeldet;GesTestungen;GesBesFaelle;GesNBVerf;GesIBVerf;GesNBBel;GesIBBel;BFNH;Erkrankungen;LetzteAktualisierung;Timestamp
23888;348176;320753;5332;5843;3747328;350484;5565;637;2024;431;21433;348176;26.12.2020 13:02:00;2020-12-26T13:02:00
