time;Belegung Intensivbetten in %;Timestamp
01.04.2020;20,613614573346;2020-12-24T10:30:01
02.04.2020;22,670807453416;2020-12-24T10:30:01
03.04.2020;26,063829787234;2020-12-24T10:30:01
04.04.2020;25,283797729618;2020-12-24T10:30:01
05.04.2020;24,110671936758;2020-12-24T10:30:01
06.04.2020;24,390243902439;2020-12-24T10:30:01
07.04.2020;20,593220338983;2020-12-24T10:30:01
08.04.2020;21,274900398406;2020-12-24T10:30:01
09.04.2020;20,879120879120;2020-12-24T10:30:01
10.04.2020;20,913461538461;2020-12-24T10:30:01
11.04.2020;21,973094170403;2020-12-24T10:30:01
12.04.2020;21,638468388245;2020-12-24T10:30:01
13.04.2020;19,478402607986;2020-12-24T10:30:01
14.04.2020;19,836734693877;2020-12-24T10:30:01
15.04.2020;19,965576592082;2020-12-24T10:30:01
16.04.2020;20,677671589921;2020-12-24T10:30:01
17.04.2020;18,995815899581;2020-12-24T10:30:01
18.04.2020;17,946505608283;2020-12-24T10:30:01
19.04.2020;16,438356164383;2020-12-24T10:30:01
20.04.2020;16,854908774978;2020-12-24T10:30:01
21.04.2020;16,596104995766;2020-12-24T10:30:01
22.04.2020;14,068745003996;2020-12-24T10:30:01
23.04.2020;14,644714038128;2020-12-24T10:30:01
24.04.2020;12,860676009892;2020-12-24T10:30:01
25.04.2020;12,333333333333;2020-12-24T10:30:01
26.04.2020;11,914543960558;2020-12-24T10:30:01
27.04.2020;11,541632316570;2020-12-24T10:30:01
28.04.2020;11,418975650713;2020-12-24T10:30:01
29.04.2020;11,401218450826;2020-12-24T10:30:01
30.04.2020;11,228070175438;2020-12-24T10:30:01
01.05.2020;10,954063604240;2020-12-24T10:30:01
02.05.2020;9,827586206896;2020-12-24T10:30:01
03.05.2020;9,751924721984;2020-12-24T10:30:01
04.05.2020;9,511568123393;2020-12-24T10:30:01
05.05.2020;9,075043630017;2020-12-24T10:30:01
06.05.2020;8,810172570390;2020-12-24T10:30:01
07.05.2020;8,348457350272;2020-12-24T10:30:01
08.05.2020;7,500000000000;2020-12-24T10:30:01
09.05.2020;7,142857142857;2020-12-24T10:30:01
10.05.2020;6,504065040650;2020-12-24T10:30:01
11.05.2020;6,071428571428;2020-12-24T10:30:01
12.05.2020;5,483271375464;2020-12-24T10:30:01
13.05.2020;5,319148936170;2020-12-24T10:30:01
14.05.2020;5,242718446601;2020-12-24T10:30:01
15.05.2020;4,639684106614;2020-12-24T10:30:01
16.05.2020;5,555555555555;2020-12-24T10:30:01
17.05.2020;5,117270788912;2020-12-24T10:30:01
18.05.2020;4,697286012526;2020-12-24T10:30:01
19.05.2020;4,243743199129;2020-12-24T10:30:01
20.05.2020;4,030501089324;2020-12-24T10:30:01
21.05.2020;3,551609322974;2020-12-24T10:30:01
22.05.2020;3,414096916299;2020-12-24T10:30:01
23.05.2020;3,020496224379;2020-12-24T10:30:01
24.05.2020;3,104925053533;2020-12-24T10:30:01
25.05.2020;3,259726603575;2020-12-24T10:30:01
26.05.2020;3,497267759562;2020-12-24T10:30:01
27.05.2020;3,528114663726;2020-12-24T10:30:01
28.05.2020;3,397508493771;2020-12-24T10:30:01
29.05.2020;2,876869965477;2020-12-24T10:30:01
30.05.2020;2,718676122931;2020-12-24T10:30:01
31.05.2020;3,135888501742;2020-12-24T10:30:01
01.06.2020;3,310502283105;2020-12-24T10:30:01
02.06.2020;3,026775320139;2020-12-24T10:30:01
03.06.2020;2,441860465116;2020-12-24T10:30:01
04.06.2020;2,781289506953;2020-12-24T10:30:01
05.06.2020;2,500000000000;2020-12-24T10:30:01
06.06.2020;2,091020910209;2020-12-24T10:30:01
07.06.2020;2,083333333333;2020-12-24T10:30:01
08.06.2020;2,063106796116;2020-12-24T10:30:01
09.06.2020;2,256532066508;2020-12-24T10:30:01
10.06.2020;2,222222222222;2020-12-24T10:30:01
11.06.2020;1,879194630872;2020-12-24T10:30:01
12.06.2020;1,188903566710;2020-12-24T10:30:01
13.06.2020;1,153402537485;2020-12-24T10:30:01
14.06.2020;1,410105757931;2020-12-24T10:30:01
15.06.2020;1,768867924528;2020-12-24T10:30:01
16.06.2020;1,420118343195;2020-12-24T10:30:01
17.06.2020;1,346389228886;2020-12-24T10:30:01
18.06.2020;1,054018445322;2020-12-24T10:30:01
19.06.2020;0,924702774108;2020-12-24T10:30:01
20.06.2020;1,000000000000;2020-12-24T10:30:01
21.06.2020;1,000000000000;2020-12-24T10:30:01
22.06.2020;1,219512195121;2020-12-24T10:30:01
23.06.2020;1,301775147928;2020-12-24T10:30:01
24.06.2020;1,408450704225;2020-12-24T10:30:01
25.06.2020;1,480484522207;2020-12-24T10:30:01
26.06.2020;1,412429378531;2020-12-24T10:30:01
27.06.2020;1,358695652173;2020-12-24T10:30:01
28.06.2020;1,221166892808;2020-12-24T10:30:01
29.06.2020;1,032258064516;2020-12-24T10:30:01
30.06.2020;0,824175824175;2020-12-24T10:30:01
