Bundesland;Anzahl;GKZ;Timestamp
Wien;5061;9;2020-12-26T06:02:00
Vorarlberg;1335;8;2020-12-26T06:02:00
Tirol;1756;7;2020-12-26T06:02:00
Steiermark;5647;6;2020-12-26T06:02:00
Salzburg;2176;5;2020-12-26T06:02:00
Oberösterreich;3176;4;2020-12-26T06:02:00
Niederösterreich;4459;3;2020-12-26T06:02:00
Kärnten;1256;2;2020-12-26T06:02:00
Burgenland;641;1;2020-12-26T06:02:00
