Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;440;7;12
Rust(Stadt);102;1980;50;0;0
Eisenstadt-Umgebung;103;43236;1166;15;57
Güssing;104;25699;870;12;74
Jennersdorf;105;17097;592;15;27
Mattersburg;106;40042;1116;17;35
Neusiedl am See;107;59990;1466;23;63
Oberpullendorf;108;37384;1293;15;43
Oberwart;109;54192;1788;48;61
Klagenfurt Stadt;201;101300;3512;101;177
Villach Stadt;202;62882;1849;27;167
Hermagor;203;18054;745;10;85
Klagenfurt Land;204;60014;2027;14;137
Sankt Veit an der Glan;205;54186;2178;64;104
Spittal an der Drau;206;75868;1748;26;162
Villach Land;207;64618;2071;50;150
Völkermarkt;208;41862;2121;34;198
Wolfsberg;209;52607;2147;48;142
Feldkirchen;210;29902;1118;23;106
Krems an der Donau(Stadt);301;25036;827;29;20
Sankt Pölten(Stadt);302;55514;2115;24;121
Waidhofen an der Ybbs(Stadt);303;11222;420;7;19
Wiener Neustadt(Stadt);304;45823;1505;28;74
Amstetten;305;116520;5399;86;415
Baden;306;146751;3981;41;265
Bruck an der Leitha;307;103735;2642;28;133
Gänserndorf;308;104782;2027;24;163
Gmünd;309;36553;1385;29;80
Hollabrunn;310;51033;1113;23;35
Horn;311;30936;584;7;28
Korneuburg;312;91254;2190;17;107
Krems(Land);313;56487;1830;23;56
Lilienfeld;314;25655;906;21;46
Melk;315;78191;2885;51;161
Mistelbach;316;75625;1436;26;59
Mödling;317;119115;3114;49;168
Neunkirchen;318;86343;2497;43;187
Sankt Pölten(Land);319;131729;3937;67;178
Scheibbs;320;41414;1908;21;65
Tulln;321;104593;2704;33;118
Waidhofen an der Thaya;322;25682;807;12;33
Wiener Neustadt(Land);323;78307;1959;27;122
Zwettl;325;41987;1560;12;114
Linz(Stadt);401;206595;8200;139;332
Steyr(Stadt);402;38056;1473;14;68
Wels(Stadt);403;62470;2954;43;107
Braunau am Inn;404;105553;4088;42;223
Eferding;405;33178;1962;23;44
Freistadt;406;66861;3371;62;115
Gmunden;407;101859;4121;49;281
Grieskirchen;408;64875;3548;48;114
Kirchdorf an der Krems;409;57071;2161;39;152
Linz-Land;410;151371;6090;67;270
Perg;411;68968;3357;35;127
Ried im Innkreis;412;61690;3446;63;113
Rohrbach;413;56545;3681;75;110
Schärding;414;57391;3368;40;201
Steyr-Land;415;60717;2857;49;165
Urfahr-Umgebung;416;86005;4489;59;113
Vöcklabruck;417;137297;6088;82;318
Wels-Land;418;73777;2853;34;164
Salzburg(Stadt);501;155021;5768;51;327
Hallein;502;60824;3357;27;232
Salzburg-Umgebung;503;153492;6528;61;460
Sankt Johann im Pongau;504;81194;4911;72;192
Tamsweg;505;20251;1325;25;93
Zell am See;506;87628;3955;62;212
Graz(Stadt);601;291072;8441;148;445
Deutschlandsberg;603;60867;1609;32;221
Graz-Umgebung;606;156070;4413;155;299
Leibnitz;610;84756;2821;63;198
Leoben;611;59700;1935;62;105
Liezen;612;79652;2612;62;135
Murau;614;27543;926;11;59
Voitsberg;616;51044;1832;63;64
Weiz;617;90654;2609;72;139
Murtal;620;71698;2488;79;189
Bruck-Mürzzuschlag;621;98697;3422;120;222
Hartberg-Fürstenfeld;622;90606;3423;101;257
Südoststeiermark;623;84036;2884;84;157
Innsbruck-Stadt;701;131961;6158;71;130
Imst;702;60474;2796;26;138
Innsbruck-Land;703;180453;8530;96;262
Kitzbühel;704;64168;2488;25;105
Kufstein;705;110287;5985;101;116
Landeck;706;44386;2351;29;79
Lienz;707;48738;2429;24;119
Reutte;708;32838;870;3;34
Schwaz;709;84329;6496;94;104
Bludenz;801;64107;2698;37;99
Bregenz;802;134987;5811;75;231
Dornbirn;803;89912;4717;37;198
Feldkirch;804;108133;4935;51;214
Wien;900;1911191;68681;962;2578
