Bundesland;Anzahl;GKZ;Timestamp
Wien;4246;9;2020-12-29T03:02:00
Vorarlberg;1115;8;2020-12-29T03:02:00
Tirol;1608;7;2020-12-29T03:02:00
Steiermark;3536;6;2020-12-29T03:02:00
Salzburg;1893;5;2020-12-29T03:02:00
Oberösterreich;2637;4;2020-12-29T03:02:00
Niederösterreich;3996;3;2020-12-29T03:02:00
Kärnten;1172;2;2020-12-29T03:02:00
Burgenland;582;1;2020-12-29T03:02:00
