Bundesland;Anzahl;GKZ;Timestamp
Wien;800;9;2020-08-14T22:00:00
Vorarlberg;32;8;2020-08-14T22:00:00
Tirol;149;7;2020-08-14T22:00:00
Steiermark;90;6;2020-08-14T22:00:00
Salzburg;88;5;2020-08-14T22:00:00
Oberösterreich;241;4;2020-08-14T22:00:00
Niederösterreich;173;3;2020-08-14T22:00:00
Kärnten;61;2;2020-08-14T22:00:00
Burgenland;18;1;2020-08-14T22:00:00
