Altersgruppe;Anzahl;Timestamp
<5;0;2020-06-13T10:00:01
5-14;0;2020-06-13T10:00:01
15-24;0;2020-06-13T10:00:01
25-34;1;2020-06-13T10:00:01
35-44;2;2020-06-13T10:00:01
45-54;12;2020-06-13T10:00:01
55-64;24;2020-06-13T10:00:01
65-74;110;2020-06-13T10:00:01
75-84;238;2020-06-13T10:00:01
>84;263;2020-06-13T10:00:01
