Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2020-11-16T11:02:00
5-14;0;2020-11-16T11:02:00
15-24;0;2020-11-16T11:02:00
25-34;0;2020-11-16T11:02:00
35-44;0;2020-11-16T11:02:00
45-54;1;2020-11-16T11:02:00
55-64;5;2020-11-16T11:02:00
65-74;29;2020-11-16T11:02:00
75-84;97;2020-11-16T11:02:00
>84;319;2020-11-16T11:02:00
