Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2020-12-17T22:02:01
5-14;0;2020-12-17T22:02:01
15-24;0;2020-12-17T22:02:01
25-34;0;2020-12-17T22:02:01
35-44;0;2020-12-17T22:02:01
45-54;4;2020-12-17T22:02:01
55-64;16;2020-12-17T22:02:01
65-74;74;2020-12-17T22:02:01
75-84;262;2020-12-17T22:02:01
>84;936;2020-12-17T22:02:01
