Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;887;11;32
Rust(Stadt);102;1980;71;0;0
Eisenstadt-Umgebung;103;43236;2173;23;72
Güssing;104;25699;1706;49;30
Jennersdorf;105;17097;1212;23;33
Mattersburg;106;40042;2103;31;63
Neusiedl am See;107;59990;3021;37;104
Oberpullendorf;108;37384;2131;37;68
Oberwart;109;54192;3371;76;192
Klagenfurt Stadt;201;101300;5693;152;198
Villach Stadt;202;62882;3325;63;129
Hermagor;203;18054;1831;28;28
Klagenfurt Land;204;60014;3700;62;90
Sankt Veit an der Glan;205;54186;3546;96;98
Spittal an der Drau;206;75868;4947;111;270
Villach Land;207;64618;4000;74;129
Völkermarkt;208;41862;3301;58;90
Wolfsberg;209;52607;3215;70;130
Feldkirchen;210;29902;2109;46;84
Krems an der Donau(Stadt);301;25036;1245;27;33
Sankt Pölten(Stadt);302;55514;3345;52;115
Waidhofen an der Ybbs(Stadt);303;11222;813;13;41
Wiener Neustadt(Stadt);304;45823;3613;77;116
Amstetten;305;116520;9010;123;356
Baden;306;146751;9072;112;345
Bruck an der Leitha;307;103735;5395;73;219
Gänserndorf;308;104782;5170;57;216
Gmünd;309;36553;2488;39;100
Hollabrunn;310;51033;2336;50;86
Horn;311;30936;1310;12;56
Korneuburg;312;91254;3993;48;131
Krems(Land);313;56487;2970;38;77
Lilienfeld;314;25655;1445;36;60
Melk;315;78191;5145;92;250
Mistelbach;316;75625;3427;33;108
Mödling;317;119115;5882;107;236
Neunkirchen;318;86343;5476;92;197
Sankt Pölten(Land);319;131729;6954;123;265
Scheibbs;320;41414;3412;34;159
Tulln;321;104593;4942;80;179
Waidhofen an der Thaya;322;25682;1604;14;69
Wiener Neustadt(Land);323;78307;4836;70;192
Zwettl;325;41987;3021;33;126
Linz(Stadt);401;206595;11768;212;378
Steyr(Stadt);402;38056;2105;18;79
Wels(Stadt);403;62470;4788;66;173
Braunau am Inn;404;105553;7947;93;337
Eferding;405;33178;2591;32;70
Freistadt;406;66861;4982;90;103
Gmunden;407;101859;7164;99;261
Grieskirchen;408;64875;4784;68;74
Kirchdorf an der Krems;409;57071;3846;79;122
Linz-Land;410;151371;8917;84;311
Perg;411;68968;5301;67;129
Ried im Innkreis;412;61690;5259;94;193
Rohrbach;413;56545;4888;94;65
Schärding;414;57391;4820;67;149
Steyr-Land;415;60717;3849;65;89
Urfahr-Umgebung;416;86005;5680;70;107
Vöcklabruck;417;137297;10023;148;324
Wels-Land;418;73777;4920;58;151
Salzburg(Stadt);501;155021;10617;128;379
Hallein;502;60824;5957;60;120
Salzburg-Umgebung;503;153492;11365;110;355
Sankt Johann im Pongau;504;81194;8961;110;120
Tamsweg;505;20251;2326;40;42
Zell am See;506;87628;6670;102;163
Graz(Stadt);601;291072;13779;276;395
Deutschlandsberg;603;60867;3374;96;84
Graz-Umgebung;606;156070;7554;234;243
Leibnitz;610;84756;5189;98;175
Leoben;611;59700;3036;105;88
Liezen;612;79652;4926;109;173
Murau;614;27543;1672;25;69
Voitsberg;616;51044;2867;96;131
Weiz;617;90654;5193;138;169
Murtal;620;71698;4193;157;170
Bruck-Mürzzuschlag;621;98697;5556;237;120
Hartberg-Fürstenfeld;622;90606;6457;172;222
Südoststeiermark;623;84036;5329;164;155
Innsbruck-Stadt;701;131961;8323;91;264
Imst;702;60474;4343;36;90
Innsbruck-Land;703;180453;12008;134;352
Kitzbühel;704;64168;4122;41;96
Kufstein;705;110287;8473;132;211
Landeck;706;44386;3364;45;52
Lienz;707;48738;4630;43;213
Reutte;708;32838;1634;5;71
Schwaz;709;84329;8793;129;71
Bludenz;801;64107;3763;45;91
Bregenz;802;134987;8033;98;192
Dornbirn;803;89912;6605;67;147
Feldkirch;804;108133;7096;74;138
Wien;900;1911191;122719;2010;5651
