Altersgruppe;Anzahl;Timestamp
<5;1;2020-12-09T10:02:00
5-14;0;2020-12-09T10:02:00
15-24;1;2020-12-09T10:02:00
25-34;4;2020-12-09T10:02:00
35-44;10;2020-12-09T10:02:00
45-54;52;2020-12-09T10:02:00
55-64;155;2020-12-09T10:02:00
65-74;510;2020-12-09T10:02:00
75-84;1308;2020-12-09T10:02:00
>84;1697;2020-12-09T10:02:00
