Bundesland;Anzahl;GKZ;Timestamp
Wien;523;9;2020-04-19T15:00:00
Vorarlberg;146;8;2020-04-19T15:00:00
Tirol;814;7;2020-04-19T15:00:00
Steiermark;736;6;2020-04-19T15:00:00
Salzburg;259;5;2020-04-19T15:00:00
Oberösterreich;314;4;2020-04-19T15:00:00
Niederösterreich;828;3;2020-04-19T15:00:00
Kärnten;82;2;2020-04-19T15:00:00
Burgenland;94;1;2020-04-19T15:00:00
