AltersgruppeID;Altersgruppe;Bundesland;BundeslandID;AnzEinwohner;Geschlecht;Anzahl;AnzahlGeheilt;AnzahlTot
1;<5;Burgenland;1;6271;M;33;32;0
1;<5;Burgenland;1;5908;W;16;13;0
1;<5;Kärnten;2;12224;M;48;32;0
1;<5;Kärnten;2;11683;W;48;35;0
1;<5;Niederösterreich;3;40492;M;144;106;0
1;<5;Niederösterreich;3;38354;W;114;86;0
1;<5;Oberösterreich;4;39650;M;241;219;0
1;<5;Oberösterreich;4;37428;W;210;185;0
1;<5;Salzburg;5;14528;M;114;103;0
1;<5;Salzburg;5;13799;W;80;75;0
1;<5;Steiermark;6;29066;M;112;86;0
1;<5;Steiermark;6;27485;W;98;80;0
1;<5;Tirol;7;19768;M;199;177;0
1;<5;Tirol;7;18326;W;149;137;0
1;<5;Vorarlberg;8;11200;M;88;74;0
1;<5;Vorarlberg;8;10560;W;68;63;0
1;<5;Wien;9;50897;M;446;149;0
1;<5;Wien;9;48196;W;414;128;0
1;<5;Österreich;10;224096;M;1425;978;0
1;<5;Österreich;10;211739;W;1197;802;0
2;5-14;Burgenland;1;13528;M;273;248;0
2;5-14;Burgenland;1;12962;W;193;178;0
2;5-14;Kärnten;2;26135;M;327;205;0
2;5-14;Kärnten;2;24667;W;315;207;0
2;5-14;Niederösterreich;3;84399;M;1420;1061;0
2;5-14;Niederösterreich;3;80034;W;1282;926;0
2;5-14;Oberösterreich;4;76223;M;1449;1263;0
2;5-14;Oberösterreich;4;72202;W;1322;1159;0
2;5-14;Salzburg;5;27260;M;915;841;0
2;5-14;Salzburg;5;26109;W;800;739;0
2;5-14;Steiermark;6;56981;M;601;490;0
2;5-14;Steiermark;6;53566;W;538;454;0
2;5-14;Tirol;7;36954;M;1211;1108;0
2;5-14;Tirol;7;35185;W;1192;1110;0
2;5-14;Vorarlberg;8;21371;M;502;470;0
2;5-14;Vorarlberg;8;20345;W;463;432;0
2;5-14;Wien;9;92739;M;2361;680;0
2;5-14;Wien;9;86565;W;2172;595;0
2;5-14;Österreich;10;435590;M;9059;6366;0
2;5-14;Österreich;10;411635;W;8277;5800;0
3;15-24;Burgenland;1;14211;M;594;538;0
3;15-24;Burgenland;1;13131;W;458;392;0
3;15-24;Kärnten;2;28406;M;1221;807;0
3;15-24;Kärnten;2;26320;W;1015;653;0
3;15-24;Niederösterreich;3;89919;M;3627;2923;0
3;15-24;Niederösterreich;3;83156;W;3092;2349;0
3;15-24;Oberösterreich;4;83998;M;4454;3717;0
3;15-24;Oberösterreich;4;78239;W;4283;3554;0
3;15-24;Salzburg;5;31568;M;1854;1670;0
3;15-24;Salzburg;5;29388;W;1640;1487;0
3;15-24;Steiermark;6;66905;M;2145;1756;0
3;15-24;Steiermark;6;62165;W;2126;1722;0
3;15-24;Tirol;7;42988;M;2789;2563;0
3;15-24;Tirol;7;40872;W;2499;2284;0
3;15-24;Vorarlberg;8;23260;M;1366;1188;0
3;15-24;Vorarlberg;8;21284;W;1304;1169;0
3;15-24;Wien;9;110503;M;5535;2064;1
3;15-24;Wien;9;109312;W;5364;1869;0
3;15-24;Österreich;10;491758;M;23585;17226;1
3;15-24;Österreich;10;463867;W;21781;15479;0
4;25-34;Burgenland;1;15869;M;551;473;0
4;25-34;Burgenland;1;15497;W;490;412;0
4;25-34;Kärnten;2;33170;M;1266;772;0
4;25-34;Kärnten;2;32067;W;1196;720;0
4;25-34;Niederösterreich;3;100196;M;3479;2701;0
4;25-34;Niederösterreich;3;96933;W;3267;2450;0
