Altersgruppe;Anzahl;Timestamp
<5;260;2020-08-08T01:00:00
5-14;832;2020-08-08T01:00:00
15-24;2575;2020-08-08T01:00:00
25-34;3406;2020-08-08T01:00:00
35-44;3148;2020-08-08T01:00:00
45-54;4167;2020-08-08T01:00:00
55-64;3284;2020-08-08T01:00:00
65-74;1658;2020-08-08T01:00:00
75-84;1539;2020-08-08T01:00:00
>84;996;2020-08-08T01:00:00
