Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14637;86;0;27
Rust(Stadt);102;1940;7;0;4
Eisenstadt-Umgebung;103;42927;309;4;115
Güssing;104;25797;164;0;41
Jennersdorf;105;17066;76;0;44
Mattersburg;106;39925;273;1;83
Neusiedl am See;107;59552;472;9;72
Oberpullendorf;108;37513;255;1;116
Oberwart;109;54076;516;6;177
Klagenfurt Stadt;201;100817;627;4;233
Villach Stadt;202;62243;252;0;83
Hermagor;203;18224;95;0;27
Klagenfurt Land;204;59800;232;2;71
Sankt Veit an der Glan;205;54555;256;0;65
Spittal an der Drau;206;76091;163;1;49
Villach Land;207;64668;231;3;66
Völkermarkt;208;41878;241;4;53
Wolfsberg;209;52726;204;1;74
Feldkirchen;210;29937;101;0;44
Krems an der Donau(Stadt);301;24876;231;6;42
Sankt Pölten(Stadt);302;55044;563;9;124
Waidhofen an der Ybbs(Stadt);303;11261;72;3;19
Wiener Neustadt(Stadt);304;45277;563;0;189
Amstetten;305;116114;895;19;292
Baden;306;146203;1274;7;284
Bruck an der Leitha;307;102010;902;5;180
Gänserndorf;308;103686;832;7;145
Gmünd;309;36773;333;1;126
Hollabrunn;310;50858;218;2;59
Horn;311;31090;171;5;30
Korneuburg;312;90889;904;6;223
Krems(Land);313;56596;557;9;124
Lilienfeld;314;25812;264;5;105
Melk;315;77962;598;6;125
Mistelbach;316;75483;517;12;68
Mödling;317;118998;1177;13;250
Neunkirchen;318;86291;743;10;107
Sankt Pölten(Land);319;131044;1111;12;254
Scheibbs;320;41403;258;2;61
Tulln;321;103771;917;6;255
Waidhofen an der Thaya;322;25888;299;2;85
Wiener Neustadt(Land);323;77991;569;9;179
Zwettl;325;42222;369;2;94
Linz(Stadt);401;205726;2471;28;564
Steyr(Stadt);402;38193;388;2;134
Wels(Stadt);403;61727;925;3;245
Braunau am Inn;404;104408;704;7;193
Eferding;405;33156;435;6;229
Freistadt;406;66621;687;8;231
Gmunden;407;101631;1029;3;437
Grieskirchen;408;64721;805;1;353
Kirchdorf an der Krems;409;56866;292;3;90
Linz-Land;410;150273;1630;11;408
Perg;411;68459;699;4;166
Ried im Innkreis;412;61204;822;2;289
Rohrbach;413;56524;679;1;231
Schärding;414;57307;636;1;245
Steyr-Land;415;60427;586;8;185
Urfahr-Umgebung;416;85505;819;7;188
Vöcklabruck;417;136253;1336;7;441
Wels-Land;418;73094;655;1;209
Salzburg(Stadt);501;154211;1288;4;377
Hallein;502;60374;1054;5;263
Salzburg-Umgebung;503;152281;1581;14;537
Sankt Johann im Pongau;504;80573;1384;18;403
Tamsweg;505;20320;148;1;54
Zell am See;506;87462;852;9;191
Graz(Stadt);601;288806;2383;56;586
Deutschlandsberg;603;60821;274;3;101
Graz-Umgebung;606;154260;992;43;293
Leibnitz;610;82484;609;11;225
Leoben;611;60060;406;4;164
Liezen;612;79901;559;2;243
Murau;614;27659;62;0;16
Voitsberg;616;51161;382;9;106
Weiz;617;90343;605;18;193
Murtal;620;72004;350;3;100
Bruck-Mürzzuschlag;621;98984;488;16;196
Hartberg-Fürstenfeld;622;90622;719;47;206
Südoststeiermark;623;85947;412;4;235
Innsbruck-Stadt;701;132110;2728;14;618
Imst;702;60056;849;6;169
Innsbruck-Land;703;179318;2432;14;668
Kitzbühel;704;63881;655;11;115
Kufstein;705;109682;1662;36;492
Landeck;706;44362;1453;18;102
Lienz;707;48753;343;6;112
Reutte;708;32670;209;1;48
Schwaz;709;83873;1796;15;600
Bludenz;801;63714;799;7;179
Bregenz;802;134383;1473;13;429
Dornbirn;803;89041;1281;6;495
Feldkirch;804;107159;1330;5;373
Wien;900;1897491;30147;348;5131
