AltersgruppeID;Altersgruppe;Bundesland;BundeslandID;AnzEinwohner;Geschlecht;Anzahl;AnzahlGeheilt;AnzahlTot
1;<5;Burgenland;1;6271;M;47;38;0
1;<5;Burgenland;1;5908;W;21;17;0
1;<5;Kärnten;2;12224;M;62;55;0
1;<5;Kärnten;2;11683;W;57;52;0
1;<5;Niederösterreich;3;40492;M;172;163;0
1;<5;Niederösterreich;3;38354;W;133;126;0
1;<5;Oberösterreich;4;39650;M;253;246;0
1;<5;Oberösterreich;4;37428;W;223;217;0
1;<5;Salzburg;5;14528;M;126;116;0
1;<5;Salzburg;5;13799;W;90;85;0
1;<5;Steiermark;6;29066;M;139;129;0
1;<5;Steiermark;6;27485;W;119;111;0
1;<5;Tirol;7;19768;M;222;219;0
1;<5;Tirol;7;18326;W;180;175;0
1;<5;Vorarlberg;8;11200;M;98;94;0
1;<5;Vorarlberg;8;10560;W;77;72;0
1;<5;Wien;9;50897;M;483;457;0
1;<5;Wien;9;48196;W;459;428;0
1;<5;Österreich;10;224096;M;1602;1517;0
1;<5;Österreich;10;211739;W;1359;1283;0
2;5-14;Burgenland;1;13528;M;348;313;0
2;5-14;Burgenland;1;12962;W;248;215;0
2;5-14;Kärnten;2;26135;M;422;379;0
2;5-14;Kärnten;2;24667;W;390;349;0
2;5-14;Niederösterreich;3;84399;M;1809;1645;0
2;5-14;Niederösterreich;3;80034;W;1591;1461;0
2;5-14;Oberösterreich;4;76223;M;1641;1562;0
2;5-14;Oberösterreich;4;72202;W;1484;1412;0
2;5-14;Salzburg;5;27260;M;1111;1036;0
2;5-14;Salzburg;5;26109;W;985;923;0
2;5-14;Steiermark;6;56981;M;743;703;0
2;5-14;Steiermark;6;53566;W;637;607;0
2;5-14;Tirol;7;36954;M;1414;1349;0
2;5-14;Tirol;7;35185;W;1384;1332;0
2;5-14;Vorarlberg;8;21371;M;580;563;0
2;5-14;Vorarlberg;8;20345;W;538;526;0
2;5-14;Wien;9;92739;M;2669;2436;0
2;5-14;Wien;9;86565;W;2402;2220;0
2;5-14;Österreich;10;435590;M;10737;9986;0
2;5-14;Österreich;10;411635;W;9659;9045;0
3;15-24;Burgenland;1;14211;M;678;640;0
3;15-24;Burgenland;1;13131;W;529;493;0
3;15-24;Kärnten;2;28406;M;1466;1335;0
3;15-24;Kärnten;2;26320;W;1271;1121;0
3;15-24;Niederösterreich;3;89919;M;4183;3915;1
3;15-24;Niederösterreich;3;83156;W;3686;3392;0
3;15-24;Oberösterreich;4;83998;M;5057;4787;0
3;15-24;Oberösterreich;4;78239;W;4913;4610;0
3;15-24;Salzburg;5;31568;M;2326;2132;0
3;15-24;Salzburg;5;29388;W;2095;1916;0
3;15-24;Steiermark;6;66905;M;2492;2358;0
3;15-24;Steiermark;6;62165;W;2530;2381;0
3;15-24;Tirol;7;42988;M;3115;3007;0
3;15-24;Tirol;7;40872;W;2876;2745;0
3;15-24;Vorarlberg;8;23260;M;1558;1471;0
