Bundesland;Anzahl;GKZ;Timestamp
Wien;2434;9;2021-01-30T12:02:00
Vorarlberg;688;8;2021-01-30T12:02:00
Tirol;1246;7;2021-01-30T12:02:00
Steiermark;2244;6;2021-01-30T12:02:00
Salzburg;1663;5;2021-01-30T12:02:00
Oberösterreich;1640;4;2021-01-30T12:02:00
Niederösterreich;3149;3;2021-01-30T12:02:00
Kärnten;966;2;2021-01-30T12:02:00
Burgenland;399;1;2021-01-30T12:02:00
