time;Kapazität Normalbetten in %;Timestamp
01.04.2020;95;2020-05-05T09:36:54
02.04.2020;95;2020-05-05T09:36:54
03.04.2020;95;2020-05-05T09:36:54
04.04.2020;95;2020-05-05T09:36:54
05.04.2020;96;2020-05-05T09:36:54
06.04.2020;95;2020-05-05T09:36:54
07.04.2020;96;2020-05-05T09:36:54
08.04.2020;96;2020-05-05T09:36:54
09.04.2020;96;2020-05-05T09:36:54
10.04.2020;96;2020-05-05T09:36:54
11.04.2020;96;2020-05-05T09:36:54
12.04.2020;96;2020-05-05T09:36:54
13.04.2020;96;2020-05-05T09:36:54
14.04.2020;96;2020-05-05T09:36:54
15.04.2020;96;2020-05-05T09:36:54
16.04.2020;96;2020-05-05T09:36:54
17.04.2020;96;2020-05-05T09:36:54
18.04.2020;97;2020-05-05T09:36:54
19.04.2020;97;2020-05-05T09:36:54
20.04.2020;97;2020-05-05T09:36:54
21.04.2020;97;2020-05-05T09:36:54
22.04.2020;97;2020-05-05T09:36:54
23.04.2020;97;2020-05-05T09:36:54
24.04.2020;97;2020-05-05T09:36:54
25.04.2020;97;2020-05-05T09:36:54
26.04.2020;97;2020-05-05T09:36:54
27.04.2020;97;2020-05-05T09:36:54
28.04.2020;97;2020-05-05T09:36:54
29.04.2020;98;2020-05-05T09:36:54
30.04.2020;98;2020-05-05T09:36:54
01.05.2020;98;2020-05-05T09:36:54
02.05.2020;98;2020-05-05T09:36:54
03.05.2020;98;2020-05-05T09:36:54
04.05.2020;98;2020-05-05T09:36:54
05.05.2020;98;2020-05-05T09:36:54
