time;Genesen;Timestamp
30.10.2020;64987;2020-11-12T22:02:00
31.10.2020;67226;2020-11-12T22:02:00
01.11.2020;69336;2020-11-12T22:02:00
02.11.2020;71691;2020-11-12T22:02:00
03.11.2020;74292;2020-11-12T22:02:00
04.11.2020;77036;2020-11-12T22:02:00
05.11.2020;80604;2020-11-12T22:02:00
06.11.2020;83707;2020-11-12T22:02:00
07.11.2020;88273;2020-11-12T22:02:00
08.11.2020;91719;2020-11-12T22:02:00
09.11.2020;94627;2020-11-12T22:02:00
10.11.2020;98663;2020-11-12T22:02:00
11.11.2020;103759;2020-11-12T22:02:00
12.11.2020;107875;2020-11-12T22:02:00
