Bundesland;Anzahl;GKZ;Timestamp
Wien;13850;9;2020-11-12T22:02:00
Vorarlberg;4039;8;2020-11-12T22:02:00
Tirol;8126;7;2020-11-12T22:02:00
Steiermark;10939;6;2020-11-12T22:02:00
Salzburg;5455;5;2020-11-12T22:02:00
Oberösterreich;14544;4;2020-11-12T22:02:00
Niederösterreich;9935;3;2020-11-12T22:02:00
Kärnten;3246;2;2020-11-12T22:02:00
Burgenland;2025;1;2020-11-12T22:02:00
