Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2020-10-25T19:02:00
5-14;0;2020-10-25T19:02:00
15-24;0;2020-10-25T19:02:00
25-34;0;2020-10-25T19:02:00
35-44;0;2020-10-25T19:02:00
45-54;1;2020-10-25T19:02:00
55-64;2;2020-10-25T19:02:00
65-74;18;2020-10-25T19:02:00
75-84;54;2020-10-25T19:02:00
>84;175;2020-10-25T19:02:00
