Bundesland;Anzahl;GKZ;Timestamp
Wien;2567;9;2021-01-28T11:02:00
Vorarlberg;695;8;2021-01-28T11:02:00
Tirol;1333;7;2021-01-28T11:02:00
Steiermark;2148;6;2021-01-28T11:02:00
Salzburg;1739;5;2021-01-28T11:02:00
Oberösterreich;1675;4;2021-01-28T11:02:00
Niederösterreich;3216;3;2021-01-28T11:02:00
Kärnten;1015;2;2021-01-28T11:02:00
Burgenland;448;1;2021-01-28T11:02:00
