Bundesland;Anzahl;GKZ;Timestamp
Wien;4538;9;2020-09-28T10:00:00
Vorarlberg;444;8;2020-09-28T10:00:00
Tirol;552;7;2020-09-28T10:00:00
Steiermark;602;6;2020-09-28T10:00:00
Salzburg;279;5;2020-09-28T10:00:00
Oberösterreich;700;4;2020-09-28T10:00:00
Niederösterreich;1196;3;2020-09-28T10:00:00
Kärnten;134;2;2020-09-28T10:00:00
Burgenland;145;1;2020-09-28T10:00:00
