Bundesland;Anzahl;GKZ;Timestamp
Wien;255;9;2020-06-26T06:00:00
Vorarlberg;5;8;2020-06-26T06:00:00
Tirol;6;7;2020-06-26T06:00:00
Steiermark;25;6;2020-06-26T06:00:00
Salzburg;24;5;2020-06-26T06:00:00
Oberösterreich;41;4;2020-06-26T06:00:00
Niederösterreich;85;3;2020-06-26T06:00:00
Kärnten;11;2;2020-06-26T06:00:00
Burgenland;7;1;2020-06-26T06:00:00
