Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;586;10;15
Rust(Stadt);102;1980;68;0;0
Eisenstadt-Umgebung;103;43236;1468;21;46
Güssing;104;25699;1261;38;40
Jennersdorf;105;17097;865;19;55
Mattersburg;106;40042;1448;24;27
Neusiedl am See;107;59990;2098;30;64
Oberpullendorf;108;37384;1567;24;22
Oberwart;109;54192;2162;54;58
Klagenfurt Stadt;201;101300;4499;142;105
Villach Stadt;202;62882;2455;58;57
Hermagor;203;18054;1341;17;78
Klagenfurt Land;204;60014;2946;56;71
Sankt Veit an der Glan;205;54186;2871;91;47
Spittal an der Drau;206;75868;3431;91;153
Villach Land;207;64618;2969;65;95
Völkermarkt;208;41862;2693;54;67
Wolfsberg;209;52607;2639;65;35
Feldkirchen;210;29902;1632;42;34
Krems an der Donau(Stadt);301;25036;977;23;17
Sankt Pölten(Stadt);302;55514;2466;44;36
Waidhofen an der Ybbs(Stadt);303;11222;626;10;6
Wiener Neustadt(Stadt);304;45823;2198;61;119
Amstetten;305;116520;7312;121;107
Baden;306;146751;5765;88;208
Bruck an der Leitha;307;103735;3480;65;112
Gänserndorf;308;104782;3307;47;142
Gmünd;309;36553;1748;34;29
Hollabrunn;310;51033;1519;31;121
Horn;311;30936;804;11;31
Korneuburg;312;91254;2745;40;76
Krems(Land);313;56487;2378;30;48
Lilienfeld;314;25655;1068;30;12
Melk;315;78191;3647;80;71
Mistelbach;316;75625;2159;30;151
Mödling;317;119115;3998;96;99
Neunkirchen;318;86343;3523;76;107
Sankt Pölten(Land);319;131729;4963;94;108
Scheibbs;320;41414;2506;32;55
Tulln;321;104593;3701;64;85
Waidhofen an der Thaya;322;25682;1022;14;40
Wiener Neustadt(Land);323;78307;2869;55;121
Zwettl;325;41987;2303;25;78
Linz(Stadt);401;206595;9575;205;94
Steyr(Stadt);402;38056;1699;18;12
Wels(Stadt);403;62470;3622;58;102
Braunau am Inn;404;105553;5483;67;163
Eferding;405;33178;2218;29;18
Freistadt;406;66861;4099;82;54
Gmunden;407;101859;5686;92;111
Grieskirchen;408;64875;4243;67;44
Kirchdorf an der Krems;409;57071;2848;73;45
Linz-Land;410;151371;7160;79;102
Perg;411;68968;4130;59;80
Ried im Innkreis;412;61690;4187;87;31
Rohrbach;413;56545;4324;91;65
Schärding;414;57391;4091;61;61
Steyr-Land;415;60717;3316;62;31
Urfahr-Umgebung;416;86005;4965;69;41
Vöcklabruck;417;137297;7649;133;102
Wels-Land;418;73777;3619;48;94
Salzburg(Stadt);501;155021;8160;111;172
Hallein;502;60824;4953;55;87
Salzburg-Umgebung;503;153492;8806;94;162
Sankt Johann im Pongau;504;81194;6838;92;182
Tamsweg;505;20251;1994;36;31
Zell am See;506;87628;5354;93;69
Graz(Stadt);601;291072;10623;243;280
Deutschlandsberg;603;60867;2548;84;72
Graz-Umgebung;606;156070;5798;219;174
Leibnitz;610;84756;3681;85;63
Leoben;611;59700;2361;89;58
Liezen;612;79652;3884;93;50
Murau;614;27543;1288;19;30
Voitsberg;616;51044;2224;89;28
Weiz;617;90654;3498;119;181
Murtal;620;71698;3371;143;59
Bruck-Mürzzuschlag;621;98697;4442;204;153
Hartberg-Fürstenfeld;622;90606;4632;156;254
Südoststeiermark;623;84036;4024;139;134
Innsbruck-Stadt;701;131961;6929;85;56
Imst;702;60474;3353;32;30
Innsbruck-Land;703;180453;9972;124;70
Kitzbühel;704;64168;3395;37;62
Kufstein;705;110287;7073;126;108
Landeck;706;44386;2910;42;34
Lienz;707;48738;3369;41;69
Reutte;708;32838;1314;4;55
Schwaz;709;84329;7654;117;90
Bludenz;801;64107;3341;43;60
Bregenz;802;134987;7134;92;68
Dornbirn;803;89912;5940;62;85
Feldkirch;804;108133;6251;68;124
Wien;900;1911191;85240;1613;2102
