AltersgruppeID;Altersgruppe;Bundesland;BundeslandID;AnzEinwohner;Geschlecht;Anzahl;AnzahlGeheilt;AnzahlTot
1;<5;Burgenland;1;6271;M;70;53;0
1;<5;Burgenland;1;5908;W;41;29;0
1;<5;Kärnten;2;12224;M;100;88;0
1;<5;Kärnten;2;11683;W;90;76;0
1;<5;Niederösterreich;3;40492;M;336;284;0
1;<5;Niederösterreich;3;38354;W;288;231;0
1;<5;Oberösterreich;4;39650;M;347;316;0
1;<5;Oberösterreich;4;37428;W;288;263;0
1;<5;Salzburg;5;14528;M;195;175;0
1;<5;Salzburg;5;13799;W;133;124;0
1;<5;Steiermark;6;29066;M;303;277;0
1;<5;Steiermark;6;27485;W;265;230;0
1;<5;Tirol;7;19768;M;285;271;0
1;<5;Tirol;7;18326;W;248;234;0
1;<5;Vorarlberg;8;11200;M;134;125;0
1;<5;Vorarlberg;8;10560;W;123;113;0
1;<5;Wien;9;50897;M;757;591;0
1;<5;Wien;9;48196;W;722;563;0
1;<5;Österreich;10;224096;M;2527;2180;0
1;<5;Österreich;10;211739;W;2198;1863;0
2;5-14;Burgenland;1;13528;M;497;434;0
2;5-14;Burgenland;1;12962;W;404;342;0
2;5-14;Kärnten;2;26135;M;713;610;0
2;5-14;Kärnten;2;24667;W;669;565;0
2;5-14;Niederösterreich;3;84399;M;3043;2635;0
2;5-14;Niederösterreich;3;80034;W;2688;2318;0
2;5-14;Oberösterreich;4;76223;M;2367;2032;0
2;5-14;Oberösterreich;4;72202;W;2139;1860;0
2;5-14;Salzburg;5;27260;M;1538;1415;0
2;5-14;Salzburg;5;26109;W;1341;1267;0
2;5-14;Steiermark;6;56981;M;1423;1227;0
2;5-14;Steiermark;6;53566;W;1226;1067;0
2;5-14;Tirol;7;36954;M;1732;1647;0
2;5-14;Tirol;7;35185;W;1640;1590;0
2;5-14;Vorarlberg;8;21371;M;718;697;0
2;5-14;Vorarlberg;8;20345;W;698;667;0
2;5-14;Wien;9;92739;M;3904;3106;1
2;5-14;Wien;9;86565;W;3493;2803;0
2;5-14;Österreich;10;435590;M;15935;13803;1
2;5-14;Österreich;10;411635;W;14298;12479;0
3;15-24;Burgenland;1;14211;M;904;823;0
3;15-24;Burgenland;1;13131;W;746;664;0
3;15-24;Kärnten;2;28406;M;2011;1855;0
3;15-24;Kärnten;2;26320;W;1781;1595;0
3;15-24;Niederösterreich;3;89919;M;5716;5289;1
3;15-24;Niederösterreich;3;83156;W;5128;4693;0
3;15-24;Oberösterreich;4;83998;M;6254;5866;0
3;15-24;Oberösterreich;4;78239;W;6075;5698;0
3;15-24;Salzburg;5;31568;M;3228;3043;0
3;15-24;Salzburg;5;29388;W;2864;2698;0
3;15-24;Steiermark;6;66905;M;3542;3297;0
3;15-24;Steiermark;6;62165;W;3430;3253;0
3;15-24;Tirol;7;42988;M;3609;3500;0
3;15-24;Tirol;7;40872;W;3383;3279;0
3;15-24;Vorarlberg;8;23260;M;1835;1801;0
3;15-24;Vorarlberg;8;21284;W;1742;1717;0
3;15-24;Wien;9;110503;M;7673;6864;2
3;15-24;Wien;9;109312;W;7508;6660;0
3;15-24;Österreich;10;491758;M;34773;32339;3
3;15-24;Österreich;10;463867;W;32657;30257;0
4;25-34;Burgenland;1;15869;M;882;785;1
4;25-34;Burgenland;1;15497;W;851;772;0
4;25-34;Kärnten;2;33170;M;2079;1918;0
4;25-34;Kärnten;2;32067;W;2107;1957;0
4;25-34;Niederösterreich;3;100196;M;5653;5178;0
4;25-34;Niederösterreich;3;96933;W;5630;5126;1
4;25-34;Oberösterreich;4;102058;M;7378;7007;0
4;25-34;Oberösterreich;4;95289;W;7429;7040;1
4;25-34;Salzburg;5;38299;M;3139;2962;1
4;25-34;Salzburg;5;37188;W;3039;2865;0
4;25-34;Steiermark;6;85306;M;4485;4247;1
4;25-34;Steiermark;6;79007;W;4524;4303;0
4;25-34;Tirol;7;54701;M;3993;3868;0
4;25-34;Tirol;7;52293;W;3867;3773;0
4;25-34;Vorarlberg;8;27098;M;1884;1842;0
4;25-34;Vorarlberg;8;25794;W;1844;1813;0
4;25-34;Wien;9;160526;M;9560;8623;3
4;25-34;Wien;9;157739;W;9416;8340;2
4;25-34;Österreich;10;617223;M;39053;36430;6
4;25-34;Österreich;10;591807;W;38708;35990;4
5;35-44;Burgenland;1;18298;M;975;863;1
5;35-44;Burgenland;1;19387;W;1056;952;1
5;35-44;Kärnten;2;34383;M;1887;1728;1
5;35-44;Kärnten;2;34229;W;2456;2240;0
5;35-44;Niederösterreich;3;106173;M;5429;4955;4
5;35-44;Niederösterreich;3;107318;W;5974;5433;1
5;35-44;Oberösterreich;4;97716;M;6478;6112;4
5;35-44;Oberösterreich;4;93775;W;7138;6762;1
5;35-44;Salzburg;5;36981;M;2852;2703;0
5;35-44;Salzburg;5;36583;W;2919;2771;0
5;35-44;Steiermark;6;81448;M;3999;3771;2
5;35-44;Steiermark;6;78824;W;4471;4238;0
5;35-44;Tirol;7;49976;M;3271;3161;0
5;35-44;Tirol;7;50079;W;3613;3508;0
