Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;893;13;1;2020-10-16T19:02:00
Kärnten;1016;13;2;2020-10-16T19:02:00
Niederösterreich;7548;132;3;2020-10-16T19:02:00
Oberösterreich;7264;75;4;2020-10-16T19:02:00
Salzburg;2388;44;5;2020-10-16T19:02:00
Steiermark;3534;171;6;2020-10-16T19:02:00
Tirol;6631;104;7;2020-10-16T19:02:00
Vorarlberg;2024;27;8;2020-10-16T19:02:00
Wien;16054;285;9;2020-10-16T19:02:00
