Bezirk;Anzahl;Anzahl_Inzidenz;GKZ;Timestamp
Amstetten;2121;1826,65311676456;305;2020-11-11T06:02:00
Baden;2155;1473,97796214852;306;2020-11-11T06:02:00
Bludenz;1453;2280,5035000157;801;2020-11-11T06:02:00
Braunau am Inn;1561;1495,0961612137;404;2020-11-11T06:02:00
Bregenz;3215;2392,41570734394;802;2020-11-11T06:02:00
Bruck an der Leitha;1393;1365,55239682384;307;2020-11-11T06:02:00
Bruck-Mürzzuschlag;1286;1299,19987068617;621;2020-11-11T06:02:00
Deutschlandsberg;651;1070,35398957597;603;2020-11-11T06:02:00
Dornbirn;2772;3113,17258341663;803;2020-11-11T06:02:00
Eferding;1017;3067,31813246471;405;2020-11-11T06:02:00
Eisenstadt(Stadt);247;1687,50427000068;101;2020-11-11T06:02:00
Eisenstadt-Umgebung;625;1455,96011834044;103;2020-11-11T06:02:00
Feldkirch;2549;2378,70827461996;804;2020-11-11T06:02:00
Feldkirchen;315;1052,20964024451;210;2020-11-11T06:02:00
Freistadt;1648;2473,69448071929;406;2020-11-11T06:02:00
Gänserndorf;1207;1164,09158420616;308;2020-11-11T06:02:00
Gmünd;697;1895,4123949637;309;2020-11-11T06:02:00
Gmunden;2064;2030,87640582106;407;2020-11-11T06:02:00
Graz(Stadt);4621;1600,0360103322;601;2020-11-11T06:02:00
Graz-Umgebung;1932;1252,43096071567;606;2020-11-11T06:02:00
Grieskirchen;1812;2799,70952241158;408;2020-11-11T06:02:00
Güssing;432;1674,61332713106;104;2020-11-11T06:02:00
Hallein;1640;2716,40109981118;502;2020-11-11T06:02:00
Hartberg-Fürstenfeld;1550;1710,40144777206;622;2020-11-11T06:02:00
Hermagor;271;1487,05004389816;203;2020-11-11T06:02:00
Hollabrunn;607;1193,51921035039;310;2020-11-11T06:02:00
Horn;298;958,507558700547;311;2020-11-11T06:02:00
Imst;1411;2349,47382443053;702;2020-11-11T06:02:00
Innsbruck-Land;4542;2532,93032489767;703;2020-11-11T06:02:00
Innsbruck-Stadt;4163;3151,1619105291;701;2020-11-11T06:02:00
Jennersdorf;284;1664,12750498066;105;2020-11-11T06:02:00
Kirchdorf an der Krems;864;1519,36130552527;409;2020-11-11T06:02:00
Kitzbühel;1295;2027,20683771387;704;2020-11-11T06:02:00
Klagenfurt Land;660;1103,67892976589;204;2020-11-11T06:02:00
Klagenfurt Stadt;1355;1344,01936181398;201;2020-11-11T06:02:00
Korneuburg;1460;1606,35500445598;312;2020-11-11T06:02:00
Krems an der Donau(Stadt);444;1784,85287023637;301;2020-11-11T06:02:00
Krems(Land);1034;1826,98423916885;313;2020-11-11T06:02:00
Kufstein;3049;2779,85448843019;705;2020-11-11T06:02:00
Landeck;1758;3962,85108876967;706;2020-11-11T06:02:00
Leibnitz;1385;1679,11352504728;610;2020-11-11T06:02:00
Leoben;870;1448,55144855145;611;2020-11-11T06:02:00
Lienz;740;1517,85531146801;707;2020-11-11T06:02:00
Liezen (inkl. Gröbming);1279;1600,73090449431;612;2020-11-11T06:02:00
Lilienfeld;483;1871,22268712227;314;2020-11-11T06:02:00
Linz(Stadt);4334;2106,68559151493;401;2020-11-11T06:02:00
Linz-Land;3029;2015,66482335483;410;2020-11-11T06:02:00
Mattersburg;524;1312,46086412023;106;2020-11-11T06:02:00
Melk;1104;1416,07449783228;315;2020-11-11T06:02:00
Mistelbach;773;1024,07164527112;316;2020-11-11T06:02:00
Mödling;1892;1589,94268811241;317;2020-11-11T06:02:00
Murau;231;835,171192017065;614;2020-11-11T06:02:00
Murtal;863;1198,54452530415;620;2020-11-11T06:02:00
Neunkirchen;1231;1426,56824002503;318;2020-11-11T06:02:00
Neusiedl am See;777;1304,74207415368;107;2020-11-11T06:02:00
Oberpullendorf;647;1724,73542505265;108;2020-11-11T06:02:00
Oberwart;1053;1947,25941267845;109;2020-11-11T06:02:00
Perg;1575;2300,64710264538;411;2020-11-11T06:02:00
Reutte;416;1273,33945515764;708;2020-11-11T06:02:00
Ried im Innkreis;1874;3061,89137964839;412;2020-11-11T06:02:00
Rohrbach;1772;3134,95152501592;413;2020-11-11T06:02:00
Rust(Stadt);21;1082,47422680412;102;2020-11-11T06:02:00
Salzburg(Stadt);2449;1588,08385912808;501;2020-11-11T06:02:00
Salzburg-Umgebung;3107;2040,30706391474;503;2020-11-11T06:02:00
Sankt Johann im Pongau;2574;3194,61854467377;504;2020-11-11T06:02:00
Sankt Pölten(Land);1981;1511,70599188059;319;2020-11-11T06:02:00
Sankt Pölten(Stadt);995;1807,6447932563;302;2020-11-11T06:02:00
Sankt Veit an der Glan;624;1143,79983502887;205;2020-11-11T06:02:00
Schärding;1612;2812,9198876228;414;2020-11-11T06:02:00
Scheibbs;734;1772,81839480231;320;2020-11-11T06:02:00
Schwaz;3579;4267,16583405864;709;2020-11-11T06:02:00
Spittal an der Drau;390;512,544190508733;206;2020-11-11T06:02:00
Steyr(Stadt);760;1989,89343596994;402;2020-11-11T06:02:00
Steyr-Land;1437;2378,07602561769;415;2020-11-11T06:02:00
Südoststeiermark;1260;1466,01975636148;623;2020-11-11T06:02:00
Tamsweg;426;2096,45669291339;505;2020-11-11T06:02:00
Tulln;1637;1577,51202166309;321;2020-11-11T06:02:00
Urfahr-Umgebung;2127;2487,57382609204;416;2020-11-11T06:02:00
Villach Land;621;960,289478567452;207;2020-11-11T06:02:00
Villach Stadt;677;1087,67250935848;202;2020-11-11T06:02:00
Vöcklabruck;2869;2105,64171064123;417;2020-11-11T06:02:00
Voitsberg;752;1469,86962725514;616;2020-11-11T06:02:00
Völkermarkt;638;1523,47294522183;208;2020-11-11T06:02:00
Waidhofen an der Thaya;481;1858,00370828183;322;2020-11-11T06:02:00
Waidhofen an der Ybbs(Stadt);163;1447,47358138709;303;2020-11-11T06:02:00
Weiz;1147;1269,60583553789;617;2020-11-11T06:02:00
Wels(Stadt);1538;2491,61631052862;403;2020-11-11T06:02:00
Wels-Land;1383;1892,08416559499;418;2020-11-11T06:02:00
Wien(Stadt);42560;2242,96189020132;900;2020-11-11T06:02:00
Wiener Neustadt(Land);978;1253,99084509751;323;2020-11-11T06:02:00
Wiener Neustadt(Stadt);886;1956,8434304393;304;2020-11-11T06:02:00
Wolfsberg;581;1101,92314986913;209;2020-11-11T06:02:00
Zell am See;1434;1639,56918433148;506;2020-11-11T06:02:00
Zwettl;659;1560,79768840889;325;2020-11-11T06:02:00
