AltersgruppeID;Altersgruppe;Bundesland;BundeslandID;AnzEinwohner;Geschlecht;Anzahl;AnzahlGeheilt;AnzahlTot
1;<5;Burgenland;1;6271;M;18;10;0
1;<5;Burgenland;1;5908;W;11;7;0
1;<5;Kärnten;2;12224;M;15;8;0
1;<5;Kärnten;2;11683;W;14;8;0
1;<5;Niederösterreich;3;40492;M;60;42;0
1;<5;Niederösterreich;3;38354;W;53;36;0
1;<5;Oberösterreich;4;39650;M;170;143;0
1;<5;Oberösterreich;4;37428;W;144;114;0
1;<5;Salzburg;5;14528;M;49;28;0
1;<5;Salzburg;5;13799;W;40;30;0
1;<5;Steiermark;6;29066;M;40;28;0
1;<5;Steiermark;6;27485;W;40;28;0
1;<5;Tirol;7;19768;M;82;63;0
1;<5;Tirol;7;18326;W;69;62;0
1;<5;Vorarlberg;8;11200;M;40;20;0
1;<5;Vorarlberg;8;10560;W;26;15;0
1;<5;Wien;9;50897;M;249;140;0
1;<5;Wien;9;48196;W;225;115;0
1;<5;Österreich;10;224096;M;723;482;0
1;<5;Österreich;10;211739;W;622;415;0
2;5-14;Burgenland;1;13528;M;109;63;0
2;5-14;Burgenland;1;12962;W;67;35;0
2;5-14;Kärnten;2;26135;M;79;41;0
2;5-14;Kärnten;2;24667;W;77;35;0
2;5-14;Niederösterreich;3;84399;M;544;299;0
2;5-14;Niederösterreich;3;80034;W;469;261;0
2;5-14;Oberösterreich;4;76223;M;790;514;0
2;5-14;Oberösterreich;4;72202;W;740;484;0
2;5-14;Salzburg;5;27260;M;270;172;0
2;5-14;Salzburg;5;26109;W;258;156;0
2;5-14;Steiermark;6;56981;M;259;171;0
2;5-14;Steiermark;6;53566;W;231;144;0
2;5-14;Tirol;7;36954;M;504;383;0
2;5-14;Tirol;7;35185;W;464;355;0
2;5-14;Vorarlberg;8;21371;M;232;150;0
2;5-14;Vorarlberg;8;20345;W;213;139;0
2;5-14;Wien;9;92739;M;1281;582;0
2;5-14;Wien;9;86565;W;1162;523;0
2;5-14;Österreich;10;435590;M;4068;2375;0
2;5-14;Österreich;10;411635;W;3681;2132;0
3;15-24;Burgenland;1;14211;M;324;191;0
3;15-24;Burgenland;1;13131;W;198;116;0
3;15-24;Kärnten;2;28406;M;325;151;0
3;15-24;Kärnten;2;26320;W;229;116;0
3;15-24;Niederösterreich;3;89919;M;1744;1051;0
3;15-24;Niederösterreich;3;83156;W;1347;771;0
3;15-24;Oberösterreich;4;83998;M;1942;1129;0
3;15-24;Oberösterreich;4;78239;W;1778;993;0
3;15-24;Salzburg;5;31568;M;713;406;0
3;15-24;Salzburg;5;29388;W;625;407;0
3;15-24;Steiermark;6;66905;M;867;466;0
3;15-24;Steiermark;6;62165;W;764;444;0
3;15-24;Tirol;7;42988;M;1394;1055;0
3;15-24;Tirol;7;40872;W;1140;835;0
3;15-24;Vorarlberg;8;23260;M;644;368;0
3;15-24;Vorarlberg;8;21284;W;594;351;0
3;15-24;Wien;9;110503;M;3481;1826;0
3;15-24;Wien;9;109312;W;3253;1631;0
3;15-24;Österreich;10;491758;M;11434;6643;0
3;15-24;Österreich;10;463867;W;9928;5664;0
4;25-34;Burgenland;1;15869;M;245;132;0
4;25-34;Burgenland;1;15497;W;182;86;0
4;25-34;Kärnten;2;33170;M;319;150;0
4;25-34;Kärnten;2;32067;W;251;118;0
4;25-34;Niederösterreich;3;100196;M;1543;866;0
4;25-34;Niederösterreich;3;96933;W;1306;736;0
4;25-34;Oberösterreich;4;102058;M;1888;1065;0
4;25-34;Oberösterreich;4;95289;W;1738;940;1
4;25-34;Salzburg;5;38299;M;707;429;1
4;25-34;Salzburg;5;37188;W;647;390;0
4;25-34;Steiermark;6;85306;M;970;501;0
4;25-34;Steiermark;6;79007;W;903;414;0
4;25-34;Tirol;7;54701;M;1411;1007;0
4;25-34;Tirol;7;52293;W;1253;871;0
4;25-34;Vorarlberg;8;27098;M;571;333;0
4;25-34;Vorarlberg;8;25794;W;533;322;0
4;25-34;Wien;9;160526;M;3920;1989;0
4;25-34;Wien;9;157739;W;3497;1628;0
4;25-34;Österreich;10;617223;M;11574;6472;1
4;25-34;Österreich;10;591807;W;10310;5505;1
5;35-44;Burgenland;1;18298;M;246;127;0
5;35-44;Burgenland;1;19387;W;248;105;0
5;35-44;Kärnten;2;34383;M;203;84;0
5;35-44;Kärnten;2;34229;W;244;112;0
5;35-44;Niederösterreich;3;106173;M;1268;730;2
5;35-44;Niederösterreich;3;107318;W;1279;698;0
5;35-44;Oberösterreich;4;97716;M;1543;817;2
5;35-44;Oberösterreich;4;93775;W;1606;823;1
5;35-44;Salzburg;5;36981;M;620;357;0
5;35-44;Salzburg;5;36583;W;578;354;0
5;35-44;Steiermark;6;81448;M;808;424;1
5;35-44;Steiermark;6;78824;W;804;387;0
5;35-44;Tirol;7;49976;M;1020;735;0
5;35-44;Tirol;7;50079;W;1093;752;0
5;35-44;Vorarlberg;8;26757;M;510;278;0
5;35-44;Vorarlberg;8;26809;W;576;332;0
5;35-44;Wien;9;138896;M;2736;1288;0
5;35-44;Wien;9;137113;W;2602;1173;0
5;35-44;Österreich;10;590628;M;8954;4840;5
5;35-44;Österreich;10;584117;W;9030;4736;1
6;45-54;Burgenland;1;23198;M;318;155;1
6;45-54;Burgenland;1;23111;W;304;135;0
6;45-54;Kärnten;2;42248;M;295;125;1
6;45-54;Kärnten;2;43197;W;316;137;0
6;45-54;Niederösterreich;3;132507;M;1748;986;0
6;45-54;Niederösterreich;3;133561;W;1865;976;2
6;45-54;Oberösterreich;4;111122;M;1829;976;1
6;45-54;Oberösterreich;4;109542;W;2030;975;1
6;45-54;Salzburg;5;40972;M;699;425;1
6;45-54;Salzburg;5;42207;W;749;404;0
6;45-54;Steiermark;6;94416;M;1013;488;0
6;45-54;Steiermark;6;92354;W;1101;529;1
6;45-54;Tirol;7;56912;M;1273;857;3
6;45-54;Tirol;7;57521;W;1349;946;1
6;45-54;Vorarlberg;8;30023;M;642;370;0
6;45-54;Vorarlberg;8;29851;W;672;362;0
6;45-54;Wien;9;134056;M;2657;1225;5
6;45-54;Wien;9;137059;W;2639;1151;5
6;45-54;Österreich;10;665454;M;10474;5607;12
6;45-54;Österreich;10;668403;W;11025;5615;10
7;55-64;Burgenland;1;23739;M;246;111;1
7;55-64;Burgenland;1;23841;W;227;111;0
7;55-64;Kärnten;2;43390;M;279;110;0
7;55-64;Kärnten;2;45306;W;236;110;0
7;55-64;Niederösterreich;3;124044;M;1483;769;9
7;55-64;Niederösterreich;3;125362;W;1233;641;1
7;55-64;Oberösterreich;4;107183;M;1636;798;9
7;55-64;Oberösterreich;4;107982;W;1414;651;0
7;55-64;Salzburg;5;37432;M;625;359;0
7;55-64;Salzburg;5;40224;W;582;330;0
7;55-64;Steiermark;6;90939;M;851;384;5
7;55-64;Steiermark;6;92404;W;796;348;2
7;55-64;Tirol;7;51443;M;1010;707;2
7;55-64;Tirol;7;52659;W;958;637;1
7;55-64;Vorarlberg;8;26503;M;427;238;0
7;55-64;Vorarlberg;8;26569;W;434;211;1
7;55-64;Wien;9;113414;M;1895;845;12
7;55-64;Wien;9;118686;W;1593;666;0
7;55-64;Österreich;10;618087;M;8452;4321;38
7;55-64;Österreich;10;633033;W;7473;3705;5
8;65-74;Burgenland;1;16429;M;142;58;6
8;65-74;Burgenland;1;17400;W;108;47;1
8;65-74;Kärnten;2;28957;M;139;58;5
8;65-74;Kärnten;2;32719;W;121;50;1
8;65-74;Niederösterreich;3;78908;M;712;343;28
8;65-74;Niederösterreich;3;87896;W;648;316;9
8;65-74;Oberösterreich;4;66173;M;742;305;16
8;65-74;Oberösterreich;4;72610;W;671;286;7
8;65-74;Salzburg;5;24832;M;293;168;5
8;65-74;Salzburg;5;29066;W;287;158;3
8;65-74;Steiermark;6;58267;M;455;191;20
8;65-74;Steiermark;6;66010;W;429;196;12
8;65-74;Tirol;7;32227;M;499;326;8
8;65-74;Tirol;7;36747;W;461;308;4
8;65-74;Vorarlberg;8;16802;M;204;99;6
8;65-74;Vorarlberg;8;18708;W;213;100;2
8;65-74;Wien;9;70556;M;848;364;49
8;65-74;Wien;9;87728;W;828;349;16
8;65-74;Österreich;10;393151;M;4034;1912;143
8;65-74;Österreich;10;448884;W;3766;1810;55
9;75-84;Burgenland;1;9974;M;71;30;5
9;75-84;Burgenland;1;12803;W;88;32;4
9;75-84;Kärnten;2;19150;M;107;38;7
9;75-84;Kärnten;2;25643;W;139;43;4
9;75-84;Niederösterreich;3;57182;M;520;229;37
9;75-84;Niederösterreich;3;72202;W;507;230;17
9;75-84;Oberösterreich;4;43017;M;499;161;35
9;75-84;Oberösterreich;4;58203;W;513;188;18
9;75-84;Salzburg;5;16683;M;197;93;17
9;75-84;Salzburg;5;21887;W;207;97;3
9;75-84;Steiermark;6;40440;M;413;166;46
9;75-84;Steiermark;6;54237;W;467;185;40
9;75-84;Tirol;7;22116;M;375;203;27
9;75-84;Tirol;7;28566;W;427;256;17
9;75-84;Vorarlberg;8;11038;M;141;51;7
9;75-84;Vorarlberg;8;13982;W;161;74;4
9;75-84;Wien;9;48860;M;598;190;82
9;75-84;Wien;9;69284;W;672;243;52
9;75-84;Österreich;10;268460;M;2921;1161;263
9;75-84;Österreich;10;356807;W;3181;1348;159
10;>84;Burgenland;1;2822;M;26;7;5
10;>84;Burgenland;1;6057;W;52;16;7
10;>84;Kärnten;2;5625;M;36;4;3
10;>84;Kärnten;2;11774;W;108;12;6
10;>84;Niederösterreich;3;15354;M;171;52;30
10;>84;Niederösterreich;3;30297;W;366;117;35
10;>84;Oberösterreich;4;12674;M;200;47;24
10;>84;Oberösterreich;4;25195;W;389;96;23
10;>84;Salzburg;5;4612;M;66;21;10
10;>84;Salzburg;5;8792;W;134;56;13
10;>84;Steiermark;6;11804;M;177;44;47
10;>84;Steiermark;6;24771;W;453;180;71
10;>84;Tirol;7;6514;M;189;69;31
10;>84;Tirol;7;11787;W;327;175;32
10;>84;Vorarlberg;8;3076;M;42;17;8
10;>84;Vorarlberg;8;6109;W;58;24;11
10;>84;Wien;9;11844;M;221;81;55
10;>84;Wien;9;27218;W;567;172;105
10;>84;Österreich;10;74325;M;1128;342;213
10;>84;Österreich;10;152000;W;2454;848;303
