Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;1238;19;1;2020-10-27T15:02:00
Kärnten;1416;15;2;2020-10-27T15:02:00
Niederösterreich;9374;143;3;2020-10-27T15:02:00
Oberösterreich;9355;88;4;2020-10-27T15:02:00
Salzburg;3396;49;5;2020-10-27T15:02:00
Steiermark;4267;187;6;2020-10-27T15:02:00
Tirol;8370;109;7;2020-10-27T15:02:00
Vorarlberg;2264;30;8;2020-10-27T15:02:00
Wien;20628;320;9;2020-10-27T15:02:00
