Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;1095;16;1;2020-10-23T14:27:11
Kärnten;1259;14;2;2020-10-23T14:27:11
Niederösterreich;8586;137;3;2020-10-23T14:27:11
Oberösterreich;8394;83;4;2020-10-23T14:27:11
Salzburg;2931;46;5;2020-10-23T14:27:11
Steiermark;3967;181;6;2020-10-23T14:27:11
Tirol;7554;109;7;2020-10-23T14:27:11
Vorarlberg;2220;28;8;2020-10-23T14:27:11
Wien;19189;312;9;2020-10-23T14:27:11
