time;Belegung Normalbetten in %;Timestamp
01.04.2020;5;2020-05-21T09:35:16
02.04.2020;5;2020-05-21T09:35:16
03.04.2020;5;2020-05-21T09:35:16
04.04.2020;5;2020-05-21T09:35:16
05.04.2020;4;2020-05-21T09:35:16
06.04.2020;5;2020-05-21T09:35:16
07.04.2020;4;2020-05-21T09:35:16
08.04.2020;4;2020-05-21T09:35:16
09.04.2020;4;2020-05-21T09:35:16
10.04.2020;4;2020-05-21T09:35:16
11.04.2020;4;2020-05-21T09:35:16
12.04.2020;4;2020-05-21T09:35:16
13.04.2020;4;2020-05-21T09:35:16
14.04.2020;4;2020-05-21T09:35:16
15.04.2020;4;2020-05-21T09:35:16
16.04.2020;4;2020-05-21T09:35:16
17.04.2020;4;2020-05-21T09:35:16
18.04.2020;3;2020-05-21T09:35:16
19.04.2020;3;2020-05-21T09:35:16
20.04.2020;3;2020-05-21T09:35:16
21.04.2020;3;2020-05-21T09:35:16
22.04.2020;3;2020-05-21T09:35:16
23.04.2020;3;2020-05-21T09:35:16
24.04.2020;3;2020-05-21T09:35:16
25.04.2020;3;2020-05-21T09:35:16
26.04.2020;3;2020-05-21T09:35:16
27.04.2020;3;2020-05-21T09:35:16
28.04.2020;3;2020-05-21T09:35:16
29.04.2020;2;2020-05-21T09:35:16
30.04.2020;2;2020-05-21T09:35:16
01.05.2020;2;2020-05-21T09:35:16
02.05.2020;2;2020-05-21T09:35:16
03.05.2020;2;2020-05-21T09:35:16
04.05.2020;2;2020-05-21T09:35:16
05.05.2020;2;2020-05-21T09:35:16
06.05.2020;2;2020-05-21T09:35:16
07.05.2020;2;2020-05-21T09:35:16
08.05.2020;2;2020-05-21T09:35:16
09.05.2020;2;2020-05-21T09:35:16
10.05.2020;1;2020-05-21T09:35:16
11.05.2020;1;2020-05-21T09:35:16
12.05.2020;1;2020-05-21T09:35:16
13.05.2020;1;2020-05-21T09:35:16
14.05.2020;1;2020-05-21T09:35:16
15.05.2020;1;2020-05-21T09:35:16
16.05.2020;1;2020-05-21T09:35:16
17.05.2020;1;2020-05-21T09:35:16
18.05.2020;1;2020-05-21T09:35:16
19.05.2020;1;2020-05-21T09:35:16
20.05.2020;1;2020-05-21T09:35:16
21.05.2020;1;2020-05-21T09:35:16
