Bezirk;Anzahl;Anzahl_Inzidenz;GKZ;Timestamp
Amstetten;6628;5708,1833370653;305;2021-01-11T10:02:00
Baden;4801;3283,79034629932;306;2021-01-11T10:02:00
Bludenz;2949;4628,49609191073;801;2021-01-11T10:02:00
Braunau am Inn;4566;4373,22810512604;404;2021-01-11T10:02:00
Bregenz;6437;4790,04040689671;802;2021-01-11T10:02:00
Bruck an der Leitha;2979;2920,30193118322;307;2021-01-11T10:02:00
Bruck-Mürzzuschlag;3774;3812,73741210701;621;2021-01-11T10:02:00
Deutschlandsberg;2035;3345,88382302165;603;2021-01-11T10:02:00
Dornbirn;5268;5916,37560225065;803;2021-01-11T10:02:00
Eferding;2056;6200,98926287851;405;2021-01-11T10:02:00
Eisenstadt(Stadt);523;3573,13657170185;101;2021-01-11T10:02:00
Eisenstadt-Umgebung;1321;3077,31730612435;103;2021-01-11T10:02:00
Feldkirch;5571;5198,81671161545;804;2021-01-11T10:02:00
Feldkirchen;1384;4623,04172094732;210;2021-01-11T10:02:00
Freistadt;3678;5520,78173548881;406;2021-01-11T10:02:00
Gänserndorf;2560;2468,99292093436;308;2021-01-11T10:02:00
Gmünd;1577;4288,47252059935;309;2021-01-11T10:02:00
Gmunden;4920;4841,04259527113;407;2021-01-11T10:02:00
Graz(Stadt);9666;3346,88337499913;601;2021-01-11T10:02:00
Graz-Umgebung;4959;3214,7024504084;606;2021-01-11T10:02:00
Grieskirchen;3876;5988,78262078769;408;2021-01-11T10:02:00
Güssing;1018;3946,19529402644;104;2021-01-11T10:02:00
Hallein;4252;7042,76675390069;502;2021-01-11T10:02:00
Hartberg-Fürstenfeld;3840;4237,38165125466;622;2021-01-11T10:02:00
Hermagor;961;5273,26602282704;203;2021-01-11T10:02:00
Hollabrunn;1208;2375,24086672697;310;2021-01-11T10:02:00
Horn;618;1987,77742039241;311;2021-01-11T10:02:00
Imst;3096;5155,18849074197;702;2021-01-11T10:02:00
Innsbruck-Land;9395;5239,29555315138;703;2021-01-11T10:02:00
Innsbruck-Stadt;6570;4973,12845356143;701;2021-01-11T10:02:00
Jennersdorf;643;3767,7253017696;105;2021-01-11T10:02:00
Kirchdorf an der Krems;2546;4477,19199521683;409;2021-01-11T10:02:00
Kitzbühel;2873;4497,42489942236;704;2021-01-11T10:02:00
Klagenfurt Land;2348;3926,42140468227;204;2021-01-11T10:02:00
Klagenfurt Stadt;4132;4098,51513137665;201;2021-01-11T10:02:00
Korneuburg;2402;2642,78405527622;312;2021-01-11T10:02:00
Krems an der Donau(Stadt);908;3650,10451841132;301;2021-01-11T10:02:00
Krems(Land);2010;3551,4877376493;313;2021-01-11T10:02:00
Kufstein;6552;5973,63286592148;705;2021-01-11T10:02:00
Landeck;2778;6262,11622559848;706;2021-01-11T10:02:00
Leibnitz;3199;3878,3279181417;610;2021-01-11T10:02:00
Leoben;2130;3546,45354645355;611;2021-01-11T10:02:00
Lienz;2712;5562,73460094763;707;2021-01-11T10:02:00
Liezen (inkl. Gröbming);3222;4032,49020663071;612;2021-01-11T10:02:00
Lilienfeld;992;3843,1737176507;314;2021-01-11T10:02:00
Linz(Stadt);8788;4271,70119479307;401;2021-01-11T10:02:00
Linz-Land;6612;4399,99201453355;410;2021-01-11T10:02:00
Mattersburg;1211;3033,18722604884;106;2021-01-11T10:02:00
Melk;3237;4152,02278032888;315;2021-01-11T10:02:00
Mistelbach;1670;2212,41869030113;316;2021-01-11T10:02:00
Mödling;3567;2997,52937024152;317;2021-01-11T10:02:00
Murau;1040;3760,07809392964;614;2021-01-11T10:02:00
Murtal;2935;4076,16243542025;620;2021-01-11T10:02:00
Neunkirchen;3031;3512,53317263678;318;2021-01-11T10:02:00
Neusiedl am See;1761;2957,07952713595;107;2021-01-11T10:02:00
Oberpullendorf;1406;3748,03401487484;108;2021-01-11T10:02:00
Oberwart;1910;3532,06598121163;109;2021-01-11T10:02:00
Perg;3714;5425,14497728567;411;2021-01-11T10:02:00
Reutte;1051;3217,01867156413;708;2021-01-11T10:02:00
Ried im Innkreis;3750;6127,05051957388;412;2021-01-11T10:02:00
Rohrbach;3917;6929,79973108768;413;2021-01-11T10:02:00
Rust(Stadt);62;3195,87628865979;102;2021-01-11T10:02:00
Salzburg(Stadt);6996;4536,64135502655;501;2021-01-11T10:02:00
Salzburg-Umgebung;7669;5036,08460674674;503;2021-01-11T10:02:00
Sankt Johann im Pongau;5652;7014,75680438857;504;2021-01-11T10:02:00
Sankt Pölten(Land);4405;3361,4663777052;319;2021-01-11T10:02:00
Sankt Pölten(Stadt);2303;4183,92558680328;302;2021-01-11T10:02:00
Sankt Veit an der Glan;2507;4595,36247823298;205;2021-01-11T10:02:00
Schärding;3741;6527,99832481198;414;2021-01-11T10:02:00
Scheibbs;2164;5226,6743955752;320;2021-01-11T10:02:00
Schwaz;6925;8256,53070714056;709;2021-01-11T10:02:00
Spittal an der Drau;2187;2874,1901144682;206;2021-01-11T10:02:00
Steyr(Stadt);1603;4197,1041813945;402;2021-01-11T10:02:00
Steyr-Land;3096;5123,53749151869;415;2021-01-11T10:02:00
Südoststeiermark;3160;3676,68446833514;623;2021-01-11T10:02:00
Tamsweg;1556;7657,48031496063;505;2021-01-11T10:02:00
Tulln;3153;3038,42113885382;321;2021-01-11T10:02:00
Urfahr-Umgebung;4728;5529,50119876031;416;2021-01-11T10:02:00
Villach Land;2344;3624,66753262819;207;2021-01-11T10:02:00
Villach Stadt;2084;3348,16766544029;202;2021-01-11T10:02:00
Vöcklabruck;6967;5113,28190938915;417;2021-01-11T10:02:00
Voitsberg;1987;3883,81775180313;616;2021-01-11T10:02:00
Völkermarkt;2356;5625,86560962797;208;2021-01-11T10:02:00
Waidhofen an der Thaya;870;3360,630407911;322;2021-01-11T10:02:00
Waidhofen an der Ybbs(Stadt);564;5008,43619571974;303;2021-01-11T10:02:00
Weiz;2832;3134,71990082242;617;2021-01-11T10:02:00
Wels(Stadt);3149;5101,49529379364;403;2021-01-11T10:02:00
Wels-Land;3211;4392,9734314718;418;2021-01-11T10:02:00
Wien(Stadt);76161;4013,7739783746;900;2021-01-11T10:02:00
Wiener Neustadt(Land);2308;2959,31581849188;323;2021-01-11T10:02:00
Wiener Neustadt(Stadt);1762;3891,60059191201;304;2021-01-11T10:02:00
Wolfsberg;2336;4430,45176952547;209;2021-01-11T10:02:00
Zell am See;4709;5384,05250280122;506;2021-01-11T10:02:00
Zwettl;1866;4419,49694472076;325;2021-01-11T10:02:00
