Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;488;11;1;2020-09-12T19:00:00
Kärnten;636;13;2;2020-09-12T19:00:00
Niederösterreich;4010;115;3;2020-09-12T19:00:00
Oberösterreich;4681;65;4;2020-09-12T19:00:00
Salzburg;1611;40;5;2020-09-12T19:00:00
Steiermark;2338;144;6;2020-09-12T19:00:00
Tirol;4316;101;7;2020-09-12T19:00:00
Vorarlberg;1089;20;8;2020-09-12T19:00:00
Wien;7410;225;9;2020-09-12T19:00:00
