Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;639;9;23
Rust(Stadt);102;1980;70;0;2
Eisenstadt-Umgebung;103;43236;1647;23;59
Güssing;104;25699;1397;43;58
Jennersdorf;105;17097;991;20;47
Mattersburg;106;40042;1640;24;82
Neusiedl am See;107;59990;2384;30;106
Oberpullendorf;108;37384;1682;24;53
Oberwart;109;54192;2442;57;133
Klagenfurt Stadt;201;101300;4903;148;150
Villach Stadt;202;62882;2706;59;88
Hermagor;203;18054;1669;22;110
Klagenfurt Land;204;60014;3189;59;103
Sankt Veit an der Glan;205;54186;3112;93;104
Spittal an der Drau;206;75868;3883;100;159
Villach Land;207;64618;3276;67;140
Völkermarkt;208;41862;2888;54;76
Wolfsberg;209;52607;2776;65;70
Feldkirchen;210;29902;1749;42;40
Krems an der Donau(Stadt);301;25036;1026;25;20
Sankt Pölten(Stadt);302;55514;2696;45;115
Waidhofen an der Ybbs(Stadt);303;11222;675;10;23
Wiener Neustadt(Stadt);304;45823;2751;62;252
Amstetten;305;116520;7573;122;99
Baden;306;146751;6793;95;440
Bruck an der Leitha;307;103735;4054;70;246
Gänserndorf;308;104782;4019;53;327
Gmünd;309;36553;1985;35;103
Hollabrunn;310;51033;1842;41;103
Horn;311;30936;946;12;60
Korneuburg;312;91254;3089;41;155
Krems(Land);313;56487;2525;32;77
Lilienfeld;314;25655;1175;30;42
Melk;315;78191;3985;82;85
Mistelbach;316;75625;2674;32;239
Mödling;317;119115;4530;100;243
Neunkirchen;318;86343;4056;80;229
Sankt Pölten(Land);319;131729;5437;103;204
Scheibbs;320;41414;2672;32;65
Tulln;321;104593;4052;69;132
Waidhofen an der Thaya;322;25682;1245;14;98
Wiener Neustadt(Land);323;78307;3446;60;235
Zwettl;325;41987;2548;30;106
Linz(Stadt);401;206595;10164;206;200
Steyr(Stadt);402;38056;1789;18;50
Wels(Stadt);403;62470;3997;60;137
Braunau am Inn;404;105553;6241;69;317
Eferding;405;33178;2296;29;44
Freistadt;406;66861;4237;84;58
Gmunden;407;101859;6028;93;142
Grieskirchen;408;64875;4386;68;42
Kirchdorf an der Krems;409;57071;3027;74;90
Linz-Land;410;151371;7628;81;155
Perg;411;68968;4417;63;126
Ried im Innkreis;412;61690;4457;89;111
Rohrbach;413;56545;4536;92;69
Schärding;414;57391;4371;62;105
Steyr-Land;415;60717;3466;62;54
Urfahr-Umgebung;416;86005;5172;69;89
Vöcklabruck;417;137297;8167;136;223
Wels-Land;418;73777;3960;51;155
Salzburg(Stadt);501;155021;8854;118;271
Hallein;502;60824;5210;57;121
Salzburg-Umgebung;503;153492;9483;99;351
Sankt Johann im Pongau;504;81194;7654;95;395
Tamsweg;505;20251;2073;38;46
Zell am See;506;87628;5679;98;168
Graz(Stadt);601;291072;11711;260;369
Deutschlandsberg;603;60867;2815;89;110
Graz-Umgebung;606;156070;6365;223;187
Leibnitz;610;84756;4157;91;173
Leoben;611;59700;2552;91;80
Liezen;612;79652;4148;97;129
Murau;614;27543;1366;20;31
Voitsberg;616;51044;2333;89;53
Weiz;617;90654;4088;129;254
Murtal;620;71698;3558;148;79
Bruck-Mürzzuschlag;621;98697;4861;222;173
Hartberg-Fürstenfeld;622;90606;5293;161;250
Südoststeiermark;623;84036;4493;154;172
Innsbruck-Stadt;701;131961;7122;88;75
Imst;702;60474;3610;33;123
Innsbruck-Land;703;180453;10255;131;116
Kitzbühel;704;64168;3599;38;93
Kufstein;705;110287;7377;129;140
Landeck;706;44386;3024;42;50
Lienz;707;48738;3711;42;141
Reutte;708;32838;1403;4;17
Schwaz;709;84329;8079;125;162
Bludenz;801;64107;3492;45;63
Bregenz;802;134987;7315;94;78
Dornbirn;803;89912;6127;66;62
Feldkirch;804;108133;6514;71;110
Wien;900;1911191;94443;1723;3694
