Altersgruppe;Anzahl;Timestamp
<5;0;2020-04-20T03:00:00
5-14;0;2020-04-20T03:00:00
15-24;0;2020-04-20T03:00:00
25-34;1;2020-04-20T03:00:00
35-44;0;2020-04-20T03:00:00
45-54;4;2020-04-20T03:00:00
55-64;13;2020-04-20T03:00:00
65-74;73;2020-04-20T03:00:00
75-84;154;2020-04-20T03:00:00
>84;157;2020-04-20T03:00:00
