Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;375;11;1;2020-08-01T21:00:00
Kärnten;436;13;2;2020-08-01T21:00:00
Niederösterreich;3025;107;3;2020-08-01T21:00:00
Oberösterreich;3191;59;4;2020-08-01T21:00:00
Salzburg;1259;37;5;2020-08-01T21:00:00
Steiermark;1848;142;6;2020-08-01T21:00:00
Tirol;3538;101;7;2020-08-01T21:00:00
Vorarlberg;906;18;8;2020-08-01T21:00:00
Wien;4333;210;9;2020-08-01T21:00:00
