Bundesland;Anzahl;GKZ;Timestamp
Wien;5771;9;2020-10-21T14:02:01
Vorarlberg;912;8;2020-10-21T14:02:01
Tirol;1866;7;2020-10-21T14:02:01
Steiermark;1265;6;2020-10-21T14:02:01
Salzburg;1287;5;2020-10-21T14:02:01
Oberösterreich;2047;4;2020-10-21T14:02:01
Niederösterreich;1983;3;2020-10-21T14:02:01
Kärnten;385;2;2020-10-21T14:02:01
Burgenland;351;1;2020-10-21T14:02:01
