Bezirk;Anzahl;Anzahl_Inzidenz;GKZ;Timestamp
Amstetten;6856;5904,54208794805;305;2021-01-20T14:02:00
Baden;5109;3494,45633810524;306;2021-01-20T14:02:00
Bludenz;3026;4749,34865178768;801;2021-01-20T14:02:00
Braunau am Inn;4770;4568,61543176768;404;2021-01-20T14:02:00
Bregenz;6589;4903,14995200286;802;2021-01-20T14:02:00
Bruck an der Leitha;3128;3066,36604254485;307;2021-01-20T14:02:00
Bruck-Mürzzuschlag;3896;3935,98965489372;621;2021-01-20T14:02:00
Deutschlandsberg;2132;3505,36821163743;603;2021-01-20T14:02:00
Dornbirn;5384;6046,65266562595;803;2021-01-20T14:02:00
Eferding;2094;6315,59898660876;405;2021-01-20T14:02:00
Eisenstadt(Stadt);541;3696,11259137801;101;2021-01-20T14:02:00
Eisenstadt-Umgebung;1356;3158,85107275141;103;2021-01-20T14:02:00
Feldkirch;5723;5340,66200692429;804;2021-01-20T14:02:00
Feldkirchen;1454;4856,8660854461;210;2021-01-20T14:02:00
Freistadt;3739;5612,34445595233;406;2021-01-20T14:02:00
Gänserndorf;2729;2631,98503173042;308;2021-01-20T14:02:00
Gmünd;1635;4446,19693797079;309;2021-01-20T14:02:00
Gmunden;5156;5073,25520756462;407;2021-01-20T14:02:00
Graz(Stadt);9993;3460,10816949786;601;2021-01-20T14:02:00
Graz-Umgebung;5101;3306,75482950862;606;2021-01-20T14:02:00
Grieskirchen;3970;6134,02141499668;408;2021-01-20T14:02:00
Güssing;1103;4275,69097181843;104;2021-01-20T14:02:00
Hallein;4483;7425,38178686189;502;2021-01-20T14:02:00
Hartberg-Fürstenfeld;3958;4367,59285824634;622;2021-01-20T14:02:00
Hermagor;1027;5635,42581211589;203;2021-01-20T14:02:00
Hollabrunn;1238;2434,22863659601;310;2021-01-20T14:02:00
Horn;653;2100,35381151496;311;2021-01-20T14:02:00
Imst;3146;5238,44411882243;702;2021-01-20T14:02:00
Innsbruck-Land;9547;5324,06116508103;703;2021-01-20T14:02:00
Innsbruck-Stadt;6689;5063,20490500341;701;2021-01-20T14:02:00
Jennersdorf;669;3920,0750029298;105;2021-01-20T14:02:00
Kirchdorf an der Krems;2615;4598,5298772553;409;2021-01-20T14:02:00
Kitzbühel;3022;4730,67109156087;704;2021-01-20T14:02:00
Klagenfurt Land;2477;4142,14046822743;204;2021-01-20T14:02:00
Klagenfurt Stadt;4208;4173,89924318319;201;2021-01-20T14:02:00
Korneuburg;2508;2759,40982957234;312;2021-01-20T14:02:00
Krems an der Donau(Stadt);927;3726,48335745297;301;2021-01-20T14:02:00
Krems(Land);2091;3694,6073927486;313;2021-01-20T14:02:00
Kufstein;6651;6063,89380208238;705;2021-01-20T14:02:00
Landeck;2821;6359,04603038637;706;2021-01-20T14:02:00
Leibnitz;3330;4037,14659812812;610;2021-01-20T14:02:00
Leoben;2178;3626,37362637363;611;2021-01-20T14:02:00
Lienz;2845;5835,53832584661;707;2021-01-20T14:02:00
Liezen (inkl. Gröbming);3455;4324,10107508041;612;2021-01-20T14:02:00
Lilienfeld;1024;3967,14706338137;314;2021-01-20T14:02:00
Linz(Stadt);8994;4371,83438165327;401;2021-01-20T14:02:00
Linz-Land;6754;4494,48670087108;410;2021-01-20T14:02:00
Mattersburg;1268;3175,9549154665;106;2021-01-20T14:02:00
Melk;3367;4318,77068315333;315;2021-01-20T14:02:00
Mistelbach;1763;2335,62524012029;316;2021-01-20T14:02:00
Mödling;3711;3118,53980739172;317;2021-01-20T14:02:00
Murau;1082;3911,92740156911;614;2021-01-20T14:02:00
Murtal;3081;4278,92894839176;620;2021-01-20T14:02:00
Neunkirchen;3182;3687,52245309476;318;2021-01-20T14:02:00
Neusiedl am See;1863;3128,35840945728;107;2021-01-20T14:02:00
Oberpullendorf;1450;3865,32668674859;108;2021-01-20T14:02:00
Oberwart;1959;3622,67919224795;109;2021-01-20T14:02:00
Perg;3786;5530,31741626375;411;2021-01-20T14:02:00
Reutte;1113;3406,79522497704;708;2021-01-20T14:02:00
Ried im Innkreis;3869;6321,48225606169;412;2021-01-20T14:02:00
Rohrbach;3977;7035,94933125752;413;2021-01-20T14:02:00
Rust(Stadt);62;3195,87628865979;102;2021-01-20T14:02:00
Salzburg(Stadt);7380;4785,65082905889;501;2021-01-20T14:02:00
Salzburg-Umgebung;7982;5241,62567884372;503;2021-01-20T14:02:00
Sankt Johann im Pongau;5927;7356,06220446055;504;2021-01-20T14:02:00
Sankt Pölten(Land);4570;3487,37828515613;319;2021-01-20T14:02:00
Sankt Pölten(Stadt);2378;4320,1802194608;302;2021-01-20T14:02:00
Sankt Veit an der Glan;2580;4729,1723948309;205;2021-01-20T14:02:00
Schärding;3830;6683,30221438917;414;2021-01-20T14:02:00
Scheibbs;2291;5533,4154529865;320;2021-01-20T14:02:00
Schwaz;7058;8415,10378786976;709;2021-01-20T14:02:00
Spittal an der Drau;2421;3181,71662877344;206;2021-01-20T14:02:00
Steyr(Stadt);1635;4280,88916817218;402;2021-01-20T14:02:00
Steyr-Land;3143;5201,31729193903;415;2021-01-20T14:02:00
Südoststeiermark;3326;3869,82675369705;623;2021-01-20T14:02:00
Tamsweg;1693;8331,69291338583;505;2021-01-20T14:02:00
Tulln;3351;3229,22589162676;321;2021-01-20T14:02:00
Urfahr-Umgebung;4790;5602,01157827028;416;2021-01-20T14:02:00
Villach Land;2405;3718,99548462918;207;2021-01-20T14:02:00
Villach Stadt;2141;3439,74422826663;202;2021-01-20T14:02:00
Vöcklabruck;7165;5258,59981064637;417;2021-01-20T14:02:00
Voitsberg;2053;4012,82226696116;616;2021-01-20T14:02:00
Völkermarkt;2413;5761,9752614738;208;2021-01-20T14:02:00
Waidhofen an der Thaya;907;3503,55377008653;322;2021-01-20T14:02:00
Waidhofen an der Ybbs(Stadt);595;5283,72258236391;303;2021-01-20T14:02:00
Weiz;2904;3214,4161694874;617;2021-01-20T14:02:00
Wels(Stadt);3246;5258,6388452379;403;2021-01-20T14:02:00
Wels-Land;3299;4513,36635017922;418;2021-01-20T14:02:00
Wien(Stadt);78763;4150,90242852272;900;2021-01-20T14:02:00
Wiener Neustadt(Land);2458;3151,64570270929;323;2021-01-20T14:02:00
Wiener Neustadt(Stadt);1871;4132,34092364777;304;2021-01-20T14:02:00
Wolfsberg;2384;4521,4884497212;209;2021-01-20T14:02:00
Zell am See;4897;5599,00299558665;506;2021-01-20T14:02:00
Zwettl;2040;4831,60437686514;325;2021-01-20T14:02:00
