AltersgruppeID;Altersgruppe;Bundesland;BundeslandID;AnzEinwohner;Geschlecht;Anzahl;AnzahlGeheilt;AnzahlTot
1;<5;Burgenland;1;6299;M;9;9;0
1;<5;Burgenland;1;5852;W;5;4;0
1;<5;Kärnten;2;12352;M;6;3;0
1;<5;Kärnten;2;11792;W;6;1;0
1;<5;Niederösterreich;3;40461;M;41;35;0
1;<5;Niederösterreich;3;38258;W;31;25;0
1;<5;Oberösterreich;4;39625;M;111;90;0
1;<5;Oberösterreich;4;37227;W;95;83;0
1;<5;Salzburg;5;14436;M;22;13;0
1;<5;Salzburg;5;13715;W;21;15;0
1;<5;Steiermark;6;29062;M;17;16;0
1;<5;Steiermark;6;27180;W;22;20;0
1;<5;Tirol;7;19650;M;45;37;0
1;<5;Tirol;7;18347;W;40;37;0
1;<5;Vorarlberg;8;11173;M;16;12;0
1;<5;Vorarlberg;8;10465;W;13;9;0
1;<5;Wien;9;51014;M;154;124;0
1;<5;Wien;9;48225;W;138;98;0
1;<5;Österreich;10;224072;M;421;339;0
1;<5;Österreich;10;211061;W;371;292;0
2;5-14;Burgenland;1;13540;M;36;23;0
2;5-14;Burgenland;1;12963;W;15;15;0
2;5-14;Kärnten;2;26230;M;22;16;0
2;5-14;Kärnten;2;24760;W;15;11;0
2;5-14;Niederösterreich;3;84110;M;220;147;0
2;5-14;Niederösterreich;3;79748;W;200;122;0
2;5-14;Oberösterreich;4;75629;M;367;279;0
2;5-14;Oberösterreich;4;71764;W;309;257;0
2;5-14;Salzburg;5;27154;M;90;65;0
2;5-14;Salzburg;5;25973;W;69;59;0
2;5-14;Steiermark;6;56727;M;93;68;0
2;5-14;Steiermark;6;53657;W;81;58;0
2;5-14;Tirol;7;37056;M;180;143;0
2;5-14;Tirol;7;35165;W;142;117;0
2;5-14;Vorarlberg;8;21275;M;90;59;0
2;5-14;Vorarlberg;8;20340;W;79;49;0
2;5-14;Wien;9;91779;M;761;457;0
2;5-14;Wien;9;85689;W;684;403;0
2;5-14;Österreich;10;433500;M;1859;1257;0
2;5-14;Österreich;10;410059;W;1594;1091;0
3;15-24;Burgenland;1;14439;M;142;86;0
3;15-24;Burgenland;1;13325;W;78;54;0
3;15-24;Kärnten;2;28982;M;131;106;0
3;15-24;Kärnten;2;26664;W;91;75;0
3;15-24;Niederösterreich;3;91319;M;825;633;0
3;15-24;Niederösterreich;3;84326;W;586;451;0
3;15-24;Oberösterreich;4;85564;M;743;627;0
3;15-24;Oberösterreich;4;79443;W;660;573;0
3;15-24;Salzburg;5;31945;M;247;189;0
3;15-24;Salzburg;5;29505;W;228;192;0
3;15-24;Steiermark;6;68685;M;271;222;0
3;15-24;Steiermark;6;63443;W;301;256;0
3;15-24;Tirol;7;44135;M;674;597;0
3;15-24;Tirol;7;41816;W;533;488;0
3;15-24;Vorarlberg;8;23582;M;221;181;0
3;15-24;Vorarlberg;8;21356;W;187;142;0
3;15-24;Wien;9;111527;M;2201;1495;0
3;15-24;Wien;9;109711;W;1981;1321;0
3;15-24;Österreich;10;500178;M;5455;4136;0
3;15-24;Österreich;10;469589;W;4645;3552;0
4;25-34;Burgenland;1;15919;M;85;65;0
4;25-34;Burgenland;1;15611;W;65;46;0
4;25-34;Kärnten;2;33383;M;107;80;0
4;25-34;Kärnten;2;32434;W;88;64;0
4;25-34;Niederösterreich;3;99983;M;680;526;0
4;25-34;Niederösterreich;3;97053;W;596;465;0
4;25-34;Oberösterreich;4;101397;M;697;550;0
4;25-34;Oberösterreich;4;94818;W;625;499;1
4;25-34;Salzburg;5;38361;M;228;187;1
4;25-34;Salzburg;5;37326;W;220;184;0
4;25-34;Steiermark;6;85258;M;283;232;0
4;25-34;Steiermark;6;78765;W;259;230;0
4;25-34;Tirol;7;54311;M;672;609;0
4;25-34;Tirol;7;52332;W;556;506;0
4;25-34;Vorarlberg;8;26971;M;203;174;0
4;25-34;Vorarlberg;8;25881;W;183;148;0
4;25-34;Wien;9;159858;M;2315;1640;0
4;25-34;Wien;9;157213;W;1964;1288;0
4;25-34;Österreich;10;615441;M;5270;4063;1
4;25-34;Österreich;10;591433;W;4556;3430;1
5;35-44;Burgenland;1;18466;M;81;58;0
5;35-44;Burgenland;1;19368;W;66;50;0
5;35-44;Kärnten;2;34259;M;71;45;0
5;35-44;Kärnten;2;34046;W;74;54;0
5;35-44;Niederösterreich;3;106230;M;570;444;2
5;35-44;Niederösterreich;3;107271;W;551;443;0
5;35-44;Oberösterreich;4;96624;M;564;457;0
5;35-44;Oberösterreich;4;93084;W;558;461;1
5;35-44;Salzburg;5;36504;M;201;169;0
5;35-44;Salzburg;5;36266;W;195;157;0
5;35-44;Steiermark;6;80862;M;260;216;1
5;35-44;Steiermark;6;78868;W;235;200;0
5;35-44;Tirol;7;49776;M;494;440;0
5;35-44;Tirol;7;49773;W;482;434;0
5;35-44;Vorarlberg;8;26536;M;165;141;0
5;35-44;Vorarlberg;8;26555;W;183;152;0
5;35-44;Wien;9;136556;M;1564;1051;0
5;35-44;Wien;9;135570;W;1445;944;0
5;35-44;Österreich;10;585813;M;3970;3021;3
5;35-44;Österreich;10;580801;W;3789;2895;1
6;45-54;Burgenland;1;23555;M;99;79;1
6;45-54;Burgenland;1;23359;W;92;66;0
6;45-54;Kärnten;2;43350;M;93;71;1
6;45-54;Kärnten;2;44450;W;101;82;0
6;45-54;Niederösterreich;3;135183;M;798;615;0
6;45-54;Niederösterreich;3;135871;W;759;593;1
6;45-54;Oberösterreich;4;113770;M;648;525;1
6;45-54;Oberösterreich;4;111883;W;652;525;1
6;45-54;Salzburg;5;41781;M;240;202;1
6;45-54;Salzburg;5;43095;W;218;185;0
6;45-54;Steiermark;6;96598;M;316;251;0
6;45-54;Steiermark;6;94098;W;364;313;0
6;45-54;Tirol;7;58275;M;527;459;2
6;45-54;Tirol;7;58650;W;593;535;0
6;45-54;Vorarlberg;8;30682;M;218;177;0
6;45-54;Vorarlberg;8;30151;W;220;187;0
6;45-54;Wien;9;135495;M;1471;957;5
6;45-54;Wien;9;137897;W;1412;932;4
6;45-54;Österreich;10;678689;M;4410;3336;11
6;45-54;Österreich;10;679454;W;4411;3418;6
7;55-64;Burgenland;1;23177;M;73;53;1
7;55-64;Burgenland;1;23355;W;67;52;0
7;55-64;Kärnten;2;42333;M;85;66;0
7;55-64;Kärnten;2;44113;W;75;59;0
7;55-64;Niederösterreich;3;119601;M;609;473;9
7;55-64;Niederösterreich;3;120850;W;538;425;1
7;55-64;Oberösterreich;4;103603;M;527;425;8
7;55-64;Oberösterreich;4;104467;W;404;331;0
7;55-64;Salzburg;5;36187;M;221;186;0
7;55-64;Salzburg;5;39104;W;167;140;0
7;55-64;Steiermark;6;88153;M;257;218;2
