Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2020-10-09T16:23:39
5-14;0;2020-10-09T16:23:39
15-24;0;2020-10-09T16:23:39
25-34;0;2020-10-09T16:23:39
35-44;0;2020-10-09T16:23:39
45-54;1;2020-10-09T16:23:39
55-64;2;2020-10-09T16:23:39
65-74;16;2020-10-09T16:23:39
75-84;47;2020-10-09T16:23:39
>84;148;2020-10-09T16:23:39
