Bundesland;Anzahl;GKZ;Timestamp
Wien;278;9;2020-06-20T03:00:00
Vorarlberg;4;8;2020-06-20T03:00:00
Tirol;4;7;2020-06-20T03:00:00
Steiermark;33;6;2020-06-20T03:00:00
Salzburg;6;5;2020-06-20T03:00:00
Oberösterreich;34;4;2020-06-20T03:00:00
Niederösterreich;76;3;2020-06-20T03:00:00
Kärnten;3;2;2020-06-20T03:00:00
Burgenland;4;1;2020-06-20T03:00:00
