Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2020-12-10T12:02:00
5-14;0;2020-12-10T12:02:00
15-24;0;2020-12-10T12:02:00
25-34;0;2020-12-10T12:02:00
35-44;1;2020-12-10T12:02:00
45-54;3;2020-12-10T12:02:00
55-64;13;2020-12-10T12:02:00
65-74;63;2020-12-10T12:02:00
75-84;223;2020-12-10T12:02:00
>84;782;2020-12-10T12:02:00
