Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;983;11;9
Rust(Stadt);102;1980;75;0;0
Eisenstadt-Umgebung;103;43236;2331;25;20
Güssing;104;25699;1814;55;10
Jennersdorf;105;17097;1293;26;2
Mattersburg;106;40042;2245;32;17
Neusiedl am See;107;59990;3226;41;32
Oberpullendorf;108;37384;2214;41;6
Oberwart;109;54192;3603;88;19
Klagenfurt Stadt;201;101300;6143;158;64
Villach Stadt;202;62882;3865;68;93
Hermagor;203;18054;1873;29;6
Klagenfurt Land;204;60014;4142;66;41
Sankt Veit an der Glan;205;54186;3897;98;25
Spittal an der Drau;206;75868;5727;123;89
Villach Land;207;64618;4415;82;67
Völkermarkt;208;41862;3654;62;48
Wolfsberg;209;52607;3420;73;18
Feldkirchen;210;29902;2374;52;35
Krems an der Donau(Stadt);301;25036;1364;30;9
Sankt Pölten(Stadt);302;55514;3779;56;73
Waidhofen an der Ybbs(Stadt);303;11222;892;14;5
Wiener Neustadt(Stadt);304;45823;3861;86;38
Amstetten;305;116520;9833;129;86
Baden;306;146751;9763;124;55
Bruck an der Leitha;307;103735;5993;90;52
Gänserndorf;308;104782;5740;65;62
Gmünd;309;36553;2677;43;16
Hollabrunn;310;51033;2576;52;30
Horn;311;30936;1511;26;21
Korneuburg;312;91254;4280;51;45
Krems(Land);313;56487;3264;41;56
Lilienfeld;314;25655;1627;44;30
Melk;315;78191;5686;100;38
Mistelbach;316;75625;3705;34;21
Mödling;317;119115;6334;114;50
Neunkirchen;318;86343;5896;97;34
Sankt Pölten(Land);319;131729;7704;135;126
Scheibbs;320;41414;3738;42;17
Tulln;321;104593;5315;82;32
Waidhofen an der Thaya;322;25682;1674;14;4
Wiener Neustadt(Land);323;78307;5193;93;48
Zwettl;325;41987;3300;38;17
Linz(Stadt);401;206595;13432;219;188
Steyr(Stadt);402;38056;2368;19;32
Wels(Stadt);403;62470;5476;70;81
Braunau am Inn;404;105553;8981;108;86
Eferding;405;33178;2757;33;22
Freistadt;406;66861;5442;93;52
Gmunden;407;101859;7704;109;78
Grieskirchen;408;64875;5163;70;31
Kirchdorf an der Krems;409;57071;4163;81;75
Linz-Land;410;151371;10032;88;143
Perg;411;68968;5754;72;49
Ried im Innkreis;412;61690;5830;99;36
Rohrbach;413;56545;5085;96;15
Schärding;414;57391;5313;69;32
Steyr-Land;415;60717;4194;69;56
Urfahr-Umgebung;416;86005;6019;73;27
Vöcklabruck;417;137297;11385;157;119
Wels-Land;418;73777;5550;61;65
Salzburg(Stadt);501;155021;11571;138;88
Hallein;502;60824;6607;64;81
Salzburg-Umgebung;503;153492;12296;121;63
Sankt Johann im Pongau;504;81194;9509;115;67
Tamsweg;505;20251;2471;40;13
Zell am See;506;87628;7221;105;48
Graz(Stadt);601;291072;15893;298;288
Deutschlandsberg;603;60867;3991;109;64
Graz-Umgebung;606;156070;8605;247;176
Leibnitz;610;84756;5820;109;68
Leoben;611;59700;3316;110;39
Liezen;612;79652;5393;112;58
Murau;614;27543;1954;29;49
Voitsberg;616;51044;3342;118;48
Weiz;617;90654;6048;144;111
Murtal;620;71698;4945;165;126
Bruck-Mürzzuschlag;621;98697;5975;245;66
Hartberg-Fürstenfeld;622;90606;7210;182;71
Südoststeiermark;623;84036;5930;170;62
Innsbruck-Stadt;701;131961;9478;95;132
Imst;702;60474;5079;38;175
Innsbruck-Land;703;180453;13436;136;152
Kitzbühel;704;64168;4402;42;41
Kufstein;705;110287;9320;138;72
Landeck;706;44386;3608;47;61
Lienz;707;48738;5251;46;42
Reutte;708;32838;1996;6;38
Schwaz;709;84329;8993;131;22
Bludenz;801;64107;4101;46;65
Bregenz;802;134987;9472;103;211
Dornbirn;803;89912;7459;74;136
Feldkirch;804;108133;8079;77;139
Wien;900;1911191;135296;2279;1386
