Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;607;9;12
Rust(Stadt);102;1980;68;0;0
Eisenstadt-Umgebung;103;43236;1600;22;97
Güssing;104;25699;1344;41;45
Jennersdorf;105;17097;952;20;49
Mattersburg;106;40042;1567;24;78
Neusiedl am See;107;59990;2294;30;124
Oberpullendorf;108;37384;1633;24;35
Oberwart;109;54192;2314;57;102
Klagenfurt Stadt;201;101300;4763;146;159
Villach Stadt;202;62882;2613;59;93
Hermagor;203;18054;1568;20;127
Klagenfurt Land;204;60014;3083;59;94
Sankt Veit an der Glan;205;54186;3008;93;86
Spittal an der Drau;206;75868;3711;94;153
Villach Land;207;64618;3126;66;112
Völkermarkt;208;41862;2823;54;62
Wolfsberg;209;52607;2711;65;47
Feldkirchen;210;29902;1708;42;62
Krems an der Donau(Stadt);301;25036;999;23;17
Sankt Pölten(Stadt);302;55514;2579;45;65
Waidhofen an der Ybbs(Stadt);303;11222;654;10;17
Wiener Neustadt(Stadt);304;45823;2494;61;181
Amstetten;305;116520;7474;122;96
Baden;306;146751;6362;94;356
Bruck an der Leitha;307;103735;3809;66;190
Gänserndorf;308;104782;3717;50;234
Gmünd;309;36553;1884;35;78
Hollabrunn;310;51033;1740;41;129
Horn;311;30936;888;12;39
Korneuburg;312;91254;2939;41;98
Krems(Land);313;56487;2449;30;38
Lilienfeld;314;25655;1136;30;38
Melk;315;78191;3907;81;145
Mistelbach;316;75625;2442;31;161
Mödling;317;119115;4292;96;196
Neunkirchen;318;86343;3854;77;187
Sankt Pölten(Land);319;131729;5233;99;165
Scheibbs;320;41414;2608;32;69
Tulln;321;104593;3917;69;145
Waidhofen an der Thaya;322;25682;1150;14;75
Wiener Neustadt(Land);323;78307;3211;59;203
Zwettl;325;41987;2443;28;82
Linz(Stadt);401;206595;9953;206;230
Steyr(Stadt);402;38056;1742;18;24
Wels(Stadt);403;62470;3864;60;148
Braunau am Inn;404;105553;5915;69;248
Eferding;405;33178;2253;29;33
Freistadt;406;66861;4182;84;52
Gmunden;407;101859;5880;94;87
Grieskirchen;408;64875;4342;67;66
Kirchdorf an der Krems;409;57071;2935;74;61
Linz-Land;410;151371;7471;79;184
Perg;411;68968;4283;63;90
Ried im Innkreis;412;61690;4346;89;106
Rohrbach;413;56545;4466;93;80
Schärding;414;57391;4269;62;114
Steyr-Land;415;60717;3417;62;74
Urfahr-Umgebung;416;86005;5086;69;80
Vöcklabruck;417;137297;7942;134;157
Wels-Land;418;73777;3805;51;122
Salzburg(Stadt);501;155021;8470;115;202
Hallein;502;60824;5109;55;104
Salzburg-Umgebung;503;153492;9172;97;227
Sankt Johann im Pongau;504;81194;7306;95;321
Tamsweg;505;20251;2032;37;23
Zell am See;506;87628;5525;96;107
Graz(Stadt);601;291072;11367;253;347
Deutschlandsberg;603;60867;2709;89;76
Graz-Umgebung;606;156070;6177;223;203
Leibnitz;610;84756;3977;88;182
Leoben;611;59700;2471;91;54
Liezen;612;79652;4016;96;92
Murau;614;27543;1333;19;26
Voitsberg;616;51044;2284;89;32
Weiz;617;90654;3841;127;176
Murtal;620;71698;3482;145;55
Bruck-Mürzzuschlag;621;98697;4686;217;126
Hartberg-Fürstenfeld;622;90606;5047;160;222
Südoststeiermark;623;84036;4331;148;171
Innsbruck-Stadt;701;131961;7043;88;65
Imst;702;60474;3491;33;90
Innsbruck-Land;703;180453;10145;129;100
Kitzbühel;704;64168;3507;38;69
Kufstein;705;110287;7246;129;87
Landeck;706;44386;2974;42;46
Lienz;707;48738;3551;41;115
Reutte;708;32838;1387;4;32
Schwaz;709;84329;7916;123;140
Bludenz;801;64107;3425;45;46
Bregenz;802;134987;7230;93;67
Dornbirn;803;89912;6068;63;79
Feldkirch;804;108133;6398;71;79
Wien;900;1911191;90680;1684;3466
