Bundesland;Anzahl;GKZ;Timestamp
Wien;14841;9;2020-11-13T20:02:00
Vorarlberg;4644;8;2020-11-13T20:02:00
Tirol;8816;7;2020-11-13T20:02:00
Steiermark;11409;6;2020-11-13T20:02:00
Salzburg;5804;5;2020-11-13T20:02:00
Oberösterreich;15063;4;2020-11-13T20:02:00
Niederösterreich;10343;3;2020-11-13T20:02:00
Kärnten;3832;2;2020-11-13T20:02:00
Burgenland;2087;1;2020-11-13T20:02:00
