Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;879;11;53
Rust(Stadt);102;1980;71;0;0
Eisenstadt-Umgebung;103;43236;2139;23;78
Güssing;104;25699;1691;47;27
Jennersdorf;105;17097;1197;23;37
Mattersburg;106;40042;2084;31;63
Neusiedl am See;107;59990;2981;36;111
Oberpullendorf;108;37384;2099;35;74
Oberwart;109;54192;3306;76;192
Klagenfurt Stadt;201;101300;5587;151;185
Villach Stadt;202;62882;3267;63;148
Hermagor;203;18054;1820;28;34
Klagenfurt Land;204;60014;3652;62;83
Sankt Veit an der Glan;205;54186;3482;95;88
Spittal an der Drau;206;75868;4799;110;215
Villach Land;207;64618;3941;74;127
Völkermarkt;208;41862;3259;58;85
Wolfsberg;209;52607;3145;70;116
Feldkirchen;210;29902;2078;44;100
Krems an der Donau(Stadt);301;25036;1227;26;31
Sankt Pölten(Stadt);302;55514;3296;52;140
Waidhofen an der Ybbs(Stadt);303;11222;798;13;35
Wiener Neustadt(Stadt);304;45823;3569;77;136
Amstetten;305;116520;8867;123;424
Baden;306;146751;8920;110;399
Bruck an der Leitha;307;103735;5276;72;211
Gänserndorf;308;104782;5085;57;245
Gmünd;309;36553;2444;39;109
Hollabrunn;310;51033;2301;50;90
Horn;311;30936;1276;12;58
Korneuburg;312;91254;3931;46;149
Krems(Land);313;56487;2927;37;82
Lilienfeld;314;25655;1421;36;58
Melk;315;78191;5050;91;340
Mistelbach;316;75625;3387;33;128
Mödling;317;119115;5780;107;296
Neunkirchen;318;86343;5396;91;219
Sankt Pölten(Land);319;131729;6838;123;285
Scheibbs;320;41414;3357;32;193
Tulln;321;104593;4865;80;212
Waidhofen an der Thaya;322;25682;1571;14;60
Wiener Neustadt(Land);323;78307;4763;69;226
Zwettl;325;41987;2966;31;111
Linz(Stadt);401;206595;11562;212;329
Steyr(Stadt);402;38056;2057;18;78
Wels(Stadt);403;62470;4690;66;142
Braunau am Inn;404;105553;7813;90;377
Eferding;405;33178;2555;31;49
Freistadt;406;66861;4938;90;126
Gmunden;407;101859;7042;99;247
Grieskirchen;408;64875;4752;68;73
Kirchdorf an der Krems;409;57071;3792;79;133
Linz-Land;410;151371;8769;84;287
Perg;411;68968;5247;67;136
Ried im Innkreis;412;61690;5164;94;166
Rohrbach;413;56545;4861;94;67
Schärding;414;57391;4755;67;107
Steyr-Land;415;60717;3814;65;82
Urfahr-Umgebung;416;86005;5624;70;98
Vöcklabruck;417;137297;9861;148;345
Wels-Land;418;73777;4844;58;181
Salzburg(Stadt);501;155021;10399;128;342
Hallein;502;60824;5896;60;118
Salzburg-Umgebung;503;153492;11200;110;349
Sankt Johann im Pongau;504;81194;8918;109;178
Tamsweg;505;20251;2305;39;42
Zell am See;506;87628;6592;102;191
Graz(Stadt);601;291072;13599;272;397
Deutschlandsberg;603;60867;3324;93;87
Graz-Umgebung;606;156070;7430;233;231
Leibnitz;610;84756;5087;97;160
Leoben;611;59700;2992;103;75
Liezen;612;79652;4842;104;165
Murau;614;27543;1638;24;71
Voitsberg;616;51044;2800;95;106
Weiz;617;90654;5113;138;187
Murtal;620;71698;4103;154;146
Bruck-Mürzzuschlag;621;98697;5505;236;143
Hartberg-Fürstenfeld;622;90606;6365;172;221
Südoststeiermark;623;84036;5244;164;155
Innsbruck-Stadt;701;131961;8234;91;313
Imst;702;60474;4318;35;109
Innsbruck-Land;703;180453;11868;132;426
Kitzbühel;704;64168;4081;41;86
Kufstein;705;110287;8335;132;179
Landeck;706;44386;3338;45;58
Lienz;707;48738;4524;42;180
Reutte;708;32838;1588;5;51
Schwaz;709;84329;8769;128;98
Bludenz;801;64107;3713;45;73
Bregenz;802;134987;7919;97;164
Dornbirn;803;89912;6534;66;154
Feldkirch;804;108133;7020;74;133
Wien;900;1911191;120241;1972;6192
