Bundesland;Anzahl;GKZ;Timestamp
Wien;5686;9;2020-10-20T20:02:00
Vorarlberg;849;8;2020-10-20T20:02:00
Tirol;1770;7;2020-10-20T20:02:00
Steiermark;1221;6;2020-10-20T20:02:00
Salzburg;1191;5;2020-10-20T20:02:00
Oberösterreich;1911;4;2020-10-20T20:02:00
Niederösterreich;1787;3;2020-10-20T20:02:00
Kärnten;362;2;2020-10-20T20:02:00
Burgenland;353;1;2020-10-20T20:02:00
