Bundesland;Anzahl;GKZ;Timestamp
Wien;851;9;2020-08-15T18:00:00
Vorarlberg;47;8;2020-08-15T18:00:00
Tirol;183;7;2020-08-15T18:00:00
Steiermark;97;6;2020-08-15T18:00:00
Salzburg;100;5;2020-08-15T18:00:00
Oberösterreich;268;4;2020-08-15T18:00:00
Niederösterreich;172;3;2020-08-15T18:00:00
Kärnten;89;2;2020-08-15T18:00:00
Burgenland;17;1;2020-08-15T18:00:00
