Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;606;11;1;2020-09-28T01:00:00
Kärnten;726;13;2;2020-09-28T01:00:00
Niederösterreich;5151;117;3;2020-09-28T01:00:00
Oberösterreich;5515;71;4;2020-09-28T01:00:00
Salzburg;1813;40;5;2020-09-28T01:00:00
Steiermark;2731;151;6;2020-09-28T01:00:00
Tirol;5275;102;7;2020-09-28T01:00:00
Vorarlberg;1335;21;8;2020-09-28T01:00:00
Wien;10437;242;9;2020-09-28T01:00:00
