Altersgruppe;Anzahl;Timestamp
<5;2681;2020-12-14T04:02:00
5-14;17754;2020-12-14T04:02:00
15-24;46361;2020-12-14T04:02:00
25-34;53019;2020-12-14T04:02:00
35-44;47926;2020-12-14T04:02:00
45-54;58095;2020-12-14T04:02:00
55-64;44207;2020-12-14T04:02:00
65-74;21673;2020-12-14T04:02:00
75-84;18584;2020-12-14T04:02:00
>84;12241;2020-12-14T04:02:00
