Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;826;10;23
Rust(Stadt);102;1980;72;0;2
Eisenstadt-Umgebung;103;43236;2064;23;101
Güssing;104;25699;1664;46;67
Jennersdorf;105;17097;1160;22;38
Mattersburg;106;40042;2022;28;116
Neusiedl am See;107;59990;2871;33;146
Oberpullendorf;108;37384;2027;33;92
Oberwart;109;54192;3114;73;227
Klagenfurt Stadt;201;101300;5414;151;179
Villach Stadt;202;62882;3121;62;122
Hermagor;203;18054;1787;28;31
Klagenfurt Land;204;60014;3575;61;103
Sankt Veit an der Glan;205;54186;3396;95;77
Spittal an der Drau;206;75868;4582;109;183
Villach Land;207;64618;3820;71;142
Völkermarkt;208;41862;3175;57;79
Wolfsberg;209;52607;3026;69;104
Feldkirchen;210;29902;1981;44;79
Krems an der Donau(Stadt);301;25036;1196;26;49
Sankt Pölten(Stadt);302;55514;3157;51;138
Waidhofen an der Ybbs(Stadt);303;11222;763;13;45
Wiener Neustadt(Stadt);304;45823;3445;63;134
Amstetten;305;116520;8441;122;373
Baden;306;146751;8532;103;477
Bruck an der Leitha;307;103735;5064;72;266
Gänserndorf;308;104782;4842;56;235
Gmünd;309;36553;2339;37;102
Hollabrunn;310;51033;2212;49;110
Horn;311;30936;1219;12;69
Korneuburg;312;91254;3786;43;206
Krems(Land);313;56487;2851;35;84
Lilienfeld;314;25655;1363;33;72
Melk;315;78191;4711;88;308
Mistelbach;316;75625;3257;33;158
Mödling;317;119115;5485;105;276
Neunkirchen;318;86343;5178;88;272
Sankt Pölten(Land);319;131729;6554;113;336
Scheibbs;320;41414;3169;32;185
Tulln;321;104593;4657;79;188
Waidhofen an der Thaya;322;25682;1514;14;71
Wiener Neustadt(Land);323;78307;4537;68;275
Zwettl;325;41987;2857;31;99
Linz(Stadt);401;206595;11237;209;309
Steyr(Stadt);402;38056;1984;18;78
Wels(Stadt);403;62470;4551;64;191
Braunau am Inn;404;105553;7436;82;438
Eferding;405;33178;2506;30;55
Freistadt;406;66861;4812;90;179
Gmunden;407;101859;6794;96;288
Grieskirchen;408;64875;4680;68;108
Kirchdorf an der Krems;409;57071;3658;78;163
Linz-Land;410;151371;8481;83;302
Perg;411;68968;5111;65;164
Ried im Innkreis;412;61690;5003;93;141
Rohrbach;413;56545;4796;93;46
Schärding;414;57391;4647;65;109
Steyr-Land;415;60717;3734;64;87
Urfahr-Umgebung;416;86005;5526;70;78
Vöcklabruck;417;137297;9517;145;466
Wels-Land;418;73777;4665;55;193
Salzburg(Stadt);501;155021;10081;127;405
Hallein;502;60824;5790;59;142
Salzburg-Umgebung;503;153492;10868;108;459
Sankt Johann im Pongau;504;81194;8744;107;170
Tamsweg;505;20251;2261;39;37
Zell am See;506;87628;6402;102;217
Graz(Stadt);601;291072;13214;270;424
Deutschlandsberg;603;60867;3239;92;138
Graz-Umgebung;606;156070;7204;231;256
Leibnitz;610;84756;4929;97;146
Leoben;611;59700;2915;99;88
Liezen;612;79652;4677;103;143
Murau;614;27543;1568;22;99
Voitsberg;616;51044;2693;91;82
Weiz;617;90654;4927;137;213
Murtal;620;71698;3953;154;111
Bruck-Mürzzuschlag;621;98697;5359;233;116
Hartberg-Fürstenfeld;622;90606;6144;170;233
Südoststeiermark;623;84036;5090;161;180
Innsbruck-Stadt;701;131961;7919;90;326
Imst;702;60474;4214;35;159
Innsbruck-Land;703;180453;11441;132;467
Kitzbühel;704;64168;3997;40;151
Kufstein;705;110287;8154;130;292
Landeck;706;44386;3278;44;105
Lienz;707;48738;4343;42;191
Reutte;708;32838;1535;4;66
Schwaz;709;84329;8670;127;204
Bludenz;801;64107;3642;45;49
Bregenz;802;134987;7756;97;196
Dornbirn;803;89912;6379;66;138
Feldkirch;804;108133;6895;73;145
Wien;900;1911191;114423;1910;6561
