Altersgruppe;Anzahl_demografisch;Timestamp
<5;0;2020-10-16T00:02:00
5-14;0;2020-10-16T00:02:00
15-24;0;2020-10-16T00:02:00
25-34;0;2020-10-16T00:02:00
35-44;0;2020-10-16T00:02:00
45-54;1;2020-10-16T00:02:00
55-64;2;2020-10-16T00:02:00
65-74;17;2020-10-16T00:02:00
75-84;50;2020-10-16T00:02:00
>84;156;2020-10-16T00:02:00
