Bundesland;Anzahl;GKZ;Timestamp
Wien;1042;9;2020-08-18T10:00:00
Vorarlberg;48;8;2020-08-18T10:00:00
Tirol;248;7;2020-08-18T10:00:00
Steiermark;121;6;2020-08-18T10:00:00
Salzburg;115;5;2020-08-18T10:00:00
Oberösterreich;301;4;2020-08-18T10:00:00
Niederösterreich;240;3;2020-08-18T10:00:00
Kärnten;98;2;2020-08-18T10:00:00
Burgenland;17;1;2020-08-18T10:00:00
