Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;909;11;25
Rust(Stadt);102;1980;72;0;1
Eisenstadt-Umgebung;103;43236;2219;23;49
Güssing;104;25699;1751;50;45
Jennersdorf;105;17097;1234;23;24
Mattersburg;106;40042;2140;31;40
Neusiedl am See;107;59990;3085;38;63
Oberpullendorf;108;37384;2163;40;37
Oberwart;109;54192;3480;82;103
Klagenfurt Stadt;201;101300;5841;153;182
Villach Stadt;202;62882;3441;64;118
Hermagor;203;18054;1848;28;17
Klagenfurt Land;204;60014;3819;64;116
Sankt Veit an der Glan;205;54186;3661;97;118
Spittal an der Drau;206;75868;5145;114;199
Villach Land;207;64618;4110;75;121
Völkermarkt;208;41862;3403;61;104
Wolfsberg;209;52607;3338;71;122
Feldkirchen;210;29902;2179;49;72
Krems an der Donau(Stadt);301;25036;1266;28;27
Sankt Pölten(Stadt);302;55514;3434;53;91
Waidhofen an der Ybbs(Stadt);303;11222;831;14;18
Wiener Neustadt(Stadt);304;45823;3703;79;80
Amstetten;305;116520;9281;125;267
Baden;306;146751;9304;115;241
Bruck an der Leitha;307;103735;5606;78;221
Gänserndorf;308;104782;5320;61;158
Gmünd;309;36553;2565;40;85
Hollabrunn;310;51033;2402;50;73
Horn;311;30936;1365;26;55
Korneuburg;312;91254;4066;49;79
Krems(Land);313;56487;3039;38;68
Lilienfeld;314;25655;1480;37;38
Melk;315;78191;5323;94;175
Mistelbach;316;75625;3516;34;96
Mödling;317;119115;6031;108;156
Neunkirchen;318;86343;5654;95;127
Sankt Pölten(Land);319;131729;7161;129;207
Scheibbs;320;41414;3531;35;114
Tulln;321;104593;5061;81;129
Waidhofen an der Thaya;322;25682;1632;14;38
Wiener Neustadt(Land);323;78307;4988;88;147
Zwettl;325;41987;3148;33;127
Linz(Stadt);401;206595;12192;213;428
Steyr(Stadt);402;38056;2185;18;84
Wels(Stadt);403;62470;4967;68;178
Braunau am Inn;404;105553;8240;99;295
Eferding;405;33178;2637;32;45
Freistadt;406;66861;5108;91;137
Gmunden;407;101859;7340;102;182
Grieskirchen;408;64875;4867;68;80
Kirchdorf an der Krems;409;57071;3905;80;57
Linz-Land;410;151371;9204;86;289
Perg;411;68968;5438;68;139
Ried im Innkreis;412;61690;5454;95;196
Rohrbach;413;56545;4946;96;62
Schärding;414;57391;4971;67;152
Steyr-Land;415;60717;3961;67;112
Urfahr-Umgebung;416;86005;5792;71;111
Vöcklabruck;417;137297;10396;149;368
Wels-Land;418;73777;5068;58;144
Salzburg(Stadt);501;155021;10859;132;262
Hallein;502;60824;6047;61;96
Salzburg-Umgebung;503;153492;11650;113;299
Sankt Johann im Pongau;504;81194;9093;111;135
Tamsweg;505;20251;2357;40;31
Zell am See;506;87628;6867;103;200
Graz(Stadt);601;291072;14250;280;466
Deutschlandsberg;603;60867;3502;96;126
Graz-Umgebung;606;156070;7766;236;214
Leibnitz;610;84756;5325;101;137
Leoben;611;59700;3124;107;87
Liezen;612;79652;5049;110;123
Murau;614;27543;1727;25;53
Voitsberg;616;51044;2968;101;102
Weiz;617;90654;5339;140;145
Murtal;620;71698;4344;160;148
Bruck-Mürzzuschlag;621;98697;5653;239;94
Hartberg-Fürstenfeld;622;90606;6627;174;169
Südoststeiermark;623;84036;5462;164;130
Innsbruck-Stadt;701;131961;8635;92;317
Imst;702;60474;4451;36;109
Innsbruck-Land;703;180453;12356;136;355
Kitzbühel;704;64168;4201;41;78
Kufstein;705;110287;8744;133;277
Landeck;706;44386;3410;46;48
Lienz;707;48738;4833;43;199
Reutte;708;32838;1729;5;98
Schwaz;709;84329;8852;130;61
Bludenz;801;64107;3819;45;62
Bregenz;802;134987;8281;98;252
Dornbirn;803;89912;6730;68;130
Feldkirch;804;108133;7293;74;202
Wien;900;1911191;126542;2070;4697
