AktuelleErkrankungen;PositivGetestet;Genesen;TotBestaetigt;TotGemeldet;GesTestungen;GesBesFaelle;GesNBVerf;GesIBVerf;GesNBBel;GesIBBel;BFNH;Erkrankungen;LetzteAktualisierung;Timestamp
19338;372036;344974;5954;6526;3831170;370838;5194;601;2022;361;16955;372036;07.01.2021 09:02:00;2021-01-07T09:02:00
