Bezirk;GKZ;AnzEinwohner;Anzahl;AnzahlTot;AnzahlFaelle7Tage
Eisenstadt(Stadt);101;14816;558;10;12
Rust(Stadt);102;1980;63;0;2
Eisenstadt-Umgebung;103;43236;1354;19;36
Güssing;104;25699;1117;25;44
Jennersdorf;105;17097;699;17;19
Mattersburg;106;40042;1317;21;51
Neusiedl am See;107;59990;1880;28;67
Oberpullendorf;108;37384;1479;21;30
Oberwart;109;54192;1998;51;37
Klagenfurt Stadt;201;101300;4164;133;77
Villach Stadt;202;62882;2250;54;46
Hermagor;203;18054;1116;16;63
Klagenfurt Land;204;60014;2644;41;103
Sankt Veit an der Glan;205;54186;2712;86;63
Spittal an der Drau;206;75868;2742;57;238
Villach Land;207;64618;2625;64;126
Völkermarkt;208;41862;2497;47;42
Wolfsberg;209;52607;2512;64;45
Feldkirchen;210;29902;1503;37;57
Krems an der Donau(Stadt);301;25036;924;23;14
Sankt Pölten(Stadt);302;55514;2363;41;52
Waidhofen an der Ybbs(Stadt);303;11222;601;9;32
Wiener Neustadt(Stadt);304;45823;1845;49;58
Amstetten;305;116520;6868;113;155
Baden;306;146751;5095;79;201
Bruck an der Leitha;307;103735;3152;58;108
Gänserndorf;308;104782;2707;30;128
Gmünd;309;36553;1641;33;50
Hollabrunn;310;51033;1252;26;30
Horn;311;30936;671;10;26
Korneuburg;312;91254;2502;34;78
Krems(Land);313;56487;2120;27;67
Lilienfeld;314;25655;1020;30;27
Melk;315;78191;3430;75;97
Mistelbach;316;75625;1753;30;63
Mödling;317;119115;3682;84;93
Neunkirchen;318;86343;3222;67;136
Sankt Pölten(Land);319;131729;4609;87;118
Scheibbs;320;41414;2310;28;101
Tulln;321;104593;3379;48;139
Waidhofen an der Thaya;322;25682;929;13;34
Wiener Neustadt(Land);323;78307;2522;44;107
Zwettl;325;41987;2058;21;133
Linz(Stadt);401;206595;9166;184;155
Steyr(Stadt);402;38056;1658;18;23
Wels(Stadt);403;62470;3323;53;97
Braunau am Inn;404;105553;4907;61;147
Eferding;405;33178;2122;27;29
Freistadt;406;66861;3884;79;87
Gmunden;407;101859;5216;86;177
Grieskirchen;408;64875;4034;60;71
Kirchdorf an der Krems;409;57071;2706;60;72
Linz-Land;410;151371;6782;76;99
Perg;411;68968;3841;51;54
Ried im Innkreis;412;61690;3966;81;121
Rohrbach;413;56545;4140;90;76
Schärding;414;57391;3897;59;58
Steyr-Land;415;60717;3216;60;42
Urfahr-Umgebung;416;86005;4784;68;40
Vöcklabruck;417;137297;7214;123;142
Wels-Land;418;73777;3327;46;63
Salzburg(Stadt);501;155021;7393;85;323
Hallein;502;60824;4514;38;187
Salzburg-Umgebung;503;153492;8108;84;243
Sankt Johann im Pongau;504;81194;6118;83;196
Tamsweg;505;20251;1783;31;108
Zell am See;506;87628;5066;87;166
Graz(Stadt);601;291072;9764;223;208
Deutschlandsberg;603;60867;2175;69;87
Graz-Umgebung;606;156070;5222;204;105
Leibnitz;610;84756;3390;75;89
Leoben;611;59700;2202;84;35
Liezen;612;79652;3553;85;177
Murau;614;27543;1155;18;34
Voitsberg;616;51044;2087;82;56
Weiz;617;90654;3024;108;50
Murtal;620;71698;3127;128;108
Bruck-Mürzzuschlag;621;98697;3968;184;81
Hartberg-Fürstenfeld;622;90606;4028;147;75
Südoststeiermark;623;84036;3383;123;110
Innsbruck-Stadt;701;131961;6657;82;88
Imst;702;60474;3219;31;32
Innsbruck-Land;703;180453;9534;118;130
Kitzbühel;704;64168;3142;34;135
Kufstein;705;110287;6693;116;84
Landeck;706;44386;2813;36;35
Lienz;707;48738;2883;39;87
Reutte;708;32838;1130;4;33
Schwaz;709;84329;7121;108;118
Bludenz;801;64107;3102;38;93
Bregenz;802;134987;6717;88;174
Dornbirn;803;89912;5504;49;122
Feldkirch;804;108133;5868;67;184
Wien;900;1911191;78589;1353;1859
