AltersgruppeID;Altersgruppe;Bundesland;BundeslandID;AnzEinwohner;Geschlecht;Anzahl;AnzahlGeheilt;AnzahlTot
1;<5;Burgenland;1;6299;M;9;9;0
1;<5;Burgenland;1;5852;W;5;4;0
1;<5;Kärnten;2;12352;M;6;3;0
1;<5;Kärnten;2;11792;W;6;1;0
1;<5;Niederösterreich;3;40461;M;41;36;0
1;<5;Niederösterreich;3;38258;W;31;26;0
1;<5;Oberösterreich;4;39625;M;113;90;0
1;<5;Oberösterreich;4;37227;W;98;84;0
1;<5;Salzburg;5;14436;M;21;13;0
1;<5;Salzburg;5;13715;W;22;15;0
1;<5;Steiermark;6;29062;M;19;16;0
1;<5;Steiermark;6;27180;W;22;20;0
1;<5;Tirol;7;19650;M;45;40;0
1;<5;Tirol;7;18347;W;42;38;0
1;<5;Vorarlberg;8;11173;M;17;13;0
1;<5;Vorarlberg;8;10465;W;13;9;0
1;<5;Wien;9;51014;M;158;126;0
1;<5;Wien;9;48225;W;140;101;0
1;<5;Österreich;10;224072;M;429;346;0
1;<5;Österreich;10;211061;W;379;298;0
2;5-14;Burgenland;1;13540;M;38;23;0
2;5-14;Burgenland;1;12963;W;20;15;0
2;5-14;Kärnten;2;26230;M;24;16;0
2;5-14;Kärnten;2;24760;W;16;11;0
2;5-14;Niederösterreich;3;84110;M;233;157;0
2;5-14;Niederösterreich;3;79748;W;207;131;0
2;5-14;Oberösterreich;4;75629;M;379;292;0
2;5-14;Oberösterreich;4;71764;W;337;257;0
2;5-14;Salzburg;5;27154;M;97;66;0
2;5-14;Salzburg;5;25973;W;75;61;0
2;5-14;Steiermark;6;56727;M;96;70;0
2;5-14;Steiermark;6;53657;W;88;62;0
2;5-14;Tirol;7;37056;M;187;152;0
2;5-14;Tirol;7;35165;W;149;120;0
2;5-14;Vorarlberg;8;21275;M;97;59;0
2;5-14;Vorarlberg;8;20340;W;84;49;0
2;5-14;Wien;9;91779;M;802;478;0
2;5-14;Wien;9;85689;W;709;418;0
2;5-14;Österreich;10;433500;M;1953;1313;0
2;5-14;Österreich;10;410059;W;1685;1124;0
3;15-24;Burgenland;1;14439;M;154;93;0
3;15-24;Burgenland;1;13325;W;83;60;0
3;15-24;Kärnten;2;28982;M;133;110;0
3;15-24;Kärnten;2;26664;W;92;76;0
3;15-24;Niederösterreich;3;91319;M;848;662;0
3;15-24;Niederösterreich;3;84326;W;603;461;0
3;15-24;Oberösterreich;4;85564;M;771;637;0
3;15-24;Oberösterreich;4;79443;W;684;576;0
3;15-24;Salzburg;5;31945;M;253;193;0
3;15-24;Salzburg;5;29505;W;241;194;0
3;15-24;Steiermark;6;68685;M;285;226;0
3;15-24;Steiermark;6;63443;W;312;264;0
3;15-24;Tirol;7;44135;M;683;614;0
3;15-24;Tirol;7;41816;W;544;501;0
3;15-24;Vorarlberg;8;23582;M;231;181;0
3;15-24;Vorarlberg;8;21356;W;194;143;0
3;15-24;Wien;9;111527;M;2266;1544;0
3;15-24;Wien;9;109711;W;2047;1366;0
3;15-24;Österreich;10;500178;M;5624;4260;0
3;15-24;Österreich;10;469589;W;4800;3641;0
4;25-34;Burgenland;1;15919;M;86;67;0
4;25-34;Burgenland;1;15611;W;69;48;0
4;25-34;Kärnten;2;33383;M;116;83;0
4;25-34;Kärnten;2;32434;W;90;64;0
4;25-34;Niederösterreich;3;99983;M;692;553;0
4;25-34;Niederösterreich;3;97053;W;611;479;0
4;25-34;Oberösterreich;4;101397;M;720;558;0
4;25-34;Oberösterreich;4;94818;W;652;508;1
4;25-34;Salzburg;5;38361;M;233;190;1
4;25-34;Salzburg;5;37326;W;232;187;0
4;25-34;Steiermark;6;85258;M;294;237;0
4;25-34;Steiermark;6;78765;W;270;235;0
4;25-34;Tirol;7;54311;M;688;625;0
4;25-34;Tirol;7;;U;1;0;0
4;25-34;Tirol;7;52332;W;567;517;0
4;25-34;Vorarlberg;8;26971;M;209;175;0
4;25-34;Vorarlberg;8;25881;W;193;148;0
4;25-34;Wien;9;159858;M;2377;1696;0
4;25-34;Wien;9;157213;W;2025;1333;0
4;25-34;Österreich;10;615441;M;5415;4184;1
4;25-34;Österreich;10;;U;1;0;0
4;25-34;Österreich;10;591433;W;4709;3519;1
5;35-44;Burgenland;1;18466;M;87;62;0
5;35-44;Burgenland;1;19368;W;70;52;0
5;35-44;Kärnten;2;34259;M;78;45;0
5;35-44;Kärnten;2;34046;W;79;55;0
5;35-44;Niederösterreich;3;106230;M;579;462;2
5;35-44;Niederösterreich;3;;U;1;0;0
5;35-44;Niederösterreich;3;107271;W;564;459;0
5;35-44;Oberösterreich;4;96624;M;583;464;0
5;35-44;Oberösterreich;4;93084;W;579;466;1
5;35-44;Salzburg;5;36504;M;207;172;0
5;35-44;Salzburg;5;36266;W;213;162;0
5;35-44;Steiermark;6;80862;M;272;225;1
5;35-44;Steiermark;6;78868;W;249;209;0
5;35-44;Tirol;7;49776;M;502;449;0
5;35-44;Tirol;7;49773;W;496;442;0
5;35-44;Vorarlberg;8;26536;M;174;143;0
5;35-44;Vorarlberg;8;26555;W;191;155;0
5;35-44;Wien;9;136556;M;1608;1076;0
5;35-44;Wien;9;135570;W;1500;977;0
5;35-44;Österreich;10;585813;M;4090;3098;3
5;35-44;Österreich;10;;U;1;0;0
5;35-44;Österreich;10;580801;W;3941;2977;1
6;45-54;Burgenland;1;23555;M;106;81;1
6;45-54;Burgenland;1;23359;W;98;70;0
6;45-54;Kärnten;2;43350;M;96;72;1
6;45-54;Kärnten;2;44450;W;107;84;0
6;45-54;Niederösterreich;3;135183;M;811;641;0
6;45-54;Niederösterreich;3;;U;1;0;0
6;45-54;Niederösterreich;3;135871;W;783;610;1
6;45-54;Oberösterreich;4;113770;M;668;532;1
6;45-54;Oberösterreich;4;111883;W;675;533;1
6;45-54;Salzburg;5;41781;M;252;204;1
6;45-54;Salzburg;5;43095;W;232;185;0
6;45-54;Steiermark;6;96598;M;336;261;0
6;45-54;Steiermark;6;94098;W;382;321;0
6;45-54;Tirol;7;58275;M;537;472;2
6;45-54;Tirol;7;58650;W;608;544;0
6;45-54;Vorarlberg;8;30682;M;227;178;0
6;45-54;Vorarlberg;8;30151;W;229;188;0
6;45-54;Wien;9;135495;M;1518;994;5
6;45-54;Wien;9;137897;W;1466;952;4
6;45-54;Österreich;10;678689;M;4551;3435;11
6;45-54;Österreich;10;;U;1;0;0
6;45-54;Österreich;10;679454;W;4580;3487;6
7;55-64;Burgenland;1;23177;M;72;55;1
7;55-64;Burgenland;1;23355;W;69;52;0
7;55-64;Kärnten;2;42333;M;89;66;0
7;55-64;Kärnten;2;44113;W;78;60;0
7;55-64;Niederösterreich;3;119601;M;628;483;9
7;55-64;Niederösterreich;3;120850;W;550;436;1
