Bundesland;Genesen;Todesfälle;GKZ;Timestamp
Burgenland;338;11;1;2020-07-09T13:00:00
Kärnten;410;13;2;2020-07-09T13:00:00
Niederösterreich;2844;106;3;2020-07-09T13:00:00
Oberösterreich;2317;58;4;2020-07-09T13:00:00
Salzburg;1219;37;5;2020-07-09T13:00:00
Steiermark;1689;141;6;2020-07-09T13:00:00
Tirol;3448;101;7;2020-07-09T13:00:00
Vorarlberg;893;18;8;2020-07-09T13:00:00
Wien;3600;196;9;2020-07-09T13:00:00
