Bundesland;Anzahl;GKZ;Timestamp
Wien;3495;9;2021-01-16T07:02:00
Vorarlberg;1003;8;2021-01-16T07:02:00
Tirol;1301;7;2021-01-16T07:02:00
Steiermark;2706;6;2021-01-16T07:02:00
Salzburg;1877;5;2021-01-16T07:02:00
Oberösterreich;2313;4;2021-01-16T07:02:00
Niederösterreich;4040;3;2021-01-16T07:02:00
Kärnten;1296;2;2021-01-16T07:02:00
Burgenland;556;1;2021-01-16T07:02:00
