Bundesland;Anzahl;GKZ;Timestamp
Wien;15561;9;2020-11-18T17:02:00
Vorarlberg;4001;8;2020-11-18T17:02:00
Tirol;7822;7;2020-11-18T17:02:00
Steiermark;12551;6;2020-11-18T17:02:00
Salzburg;6452;5;2020-11-18T17:02:00
Oberösterreich;13469;4;2020-11-18T17:02:00
Niederösterreich;10724;3;2020-11-18T17:02:00
Kärnten;4282;2;2020-11-18T17:02:00
Burgenland;2034;1;2020-11-18T17:02:00
