AltersgruppeID;Altersgruppe;Bundesland;BundeslandID;AnzEinwohner;Geschlecht;Anzahl;AnzahlGeheilt;AnzahlTot
1;<5;Burgenland;1;6271;M;46;45;0
1;<5;Burgenland;1;5908;W;25;22;0
1;<5;Kärnten;2;12224;M;65;58;0
1;<5;Kärnten;2;11683;W;58;55;0
1;<5;Niederösterreich;3;40492;M;176;166;0
1;<5;Niederösterreich;3;38354;W;138;132;0
1;<5;Oberösterreich;4;39650;M;255;250;0
1;<5;Oberösterreich;4;37428;W;227;222;0
1;<5;Salzburg;5;14528;M;127;121;0
1;<5;Salzburg;5;13799;W;91;85;0
1;<5;Steiermark;6;29066;M;139;134;0
1;<5;Steiermark;6;27485;W;124;116;0
1;<5;Tirol;7;19768;M;228;221;0
1;<5;Tirol;7;18326;W;187;179;0
1;<5;Vorarlberg;8;11200;M;100;95;0
1;<5;Vorarlberg;8;10560;W;78;76;0
1;<5;Wien;9;50897;M;494;464;0
1;<5;Wien;9;48196;W;473;445;0
1;<5;Österreich;10;224096;M;1630;1554;0
1;<5;Österreich;10;211739;W;1401;1332;0
2;5-14;Burgenland;1;13528;M;353;339;0
2;5-14;Burgenland;1;12962;W;252;239;0
2;5-14;Kärnten;2;26135;M;442;401;0
2;5-14;Kärnten;2;24667;W;411;371;0
2;5-14;Niederösterreich;3;84399;M;1880;1763;0
2;5-14;Niederösterreich;3;80034;W;1664;1550;0
2;5-14;Oberösterreich;4;76223;M;1680;1613;0
2;5-14;Oberösterreich;4;72202;W;1516;1464;0
2;5-14;Salzburg;5;27260;M;1159;1104;0
2;5-14;Salzburg;5;26109;W;1030;981;0
2;5-14;Steiermark;6;56981;M;774;744;0
2;5-14;Steiermark;6;53566;W;664;637;0
2;5-14;Tirol;7;36954;M;1447;1396;0
2;5-14;Tirol;7;35185;W;1419;1376;0
2;5-14;Vorarlberg;8;21371;M;592;576;0
2;5-14;Vorarlberg;8;20345;W;551;540;0
2;5-14;Wien;9;92739;M;2723;2523;0
2;5-14;Wien;9;86565;W;2449;2286;0
2;5-14;Österreich;10;435590;M;11050;10459;0
2;5-14;Österreich;10;411635;W;9956;9444;0
3;15-24;Burgenland;1;14211;M;698;666;0
3;15-24;Burgenland;1;13131;W;540;515;0
3;15-24;Kärnten;2;28406;M;1546;1401;0
3;15-24;Kärnten;2;26320;W;1338;1200;0
3;15-24;Niederösterreich;3;89919;M;4344;4091;1
3;15-24;Niederösterreich;3;83156;W;3860;3583;0
3;15-24;Oberösterreich;4;83998;M;5199;4960;0
3;15-24;Oberösterreich;4;78239;W;5065;4786;0
3;15-24;Salzburg;5;31568;M;2469;2300;0
3;15-24;Salzburg;5;29388;W;2210;2070;0
3;15-24;Steiermark;6;66905;M;2596;2448;0
3;15-24;Steiermark;6;62165;W;2643;2485;0
3;15-24;Tirol;7;42988;M;3186;3084;0
3;15-24;Tirol;7;40872;W;2934;2850;0
3;15-24;Vorarlberg;8;23260;M;1591;1529;0
3;15-24;Vorarlberg;8;21284;W;1518;1455;0
3;15-24;Wien;9;110503;M;6197;5757;1
3;15-24;Wien;9;109312;W;6044;5582;0
3;15-24;Österreich;10;491758;M;27826;26236;2
3;15-24;Österreich;10;463867;W;26152;24526;0
4;25-34;Burgenland;1;15869;M;645;613;0
4;25-34;Burgenland;1;15497;W;621;572;0
4;25-34;Kärnten;2;33170;M;1628;1493;0
4;25-34;Kärnten;2;32067;W;1620;1457;0
4;25-34;Niederösterreich;3;100196;M;4292;3990;0
4;25-34;Niederösterreich;3;96933;W;4186;3852;0
4;25-34;Oberösterreich;4;102058;M;6206;5925;0
4;25-34;Oberösterreich;4;95289;W;6291;5951;1
4;25-34;Salzburg;5;38299;M;2445;2307;1
4;25-34;Salzburg;5;37188;W;2421;2290;0
4;25-34;Steiermark;6;85306;M;3445;3214;0
4;25-34;Steiermark;6;79007;W;3553;3323;0
4;25-34;Tirol;7;54701;M;3400;3276;0
4;25-34;Tirol;7;52293;W;3364;3236;0
4;25-34;Vorarlberg;8;27098;M;1608;1535;0
4;25-34;Vorarlberg;8;25794;W;1628;1562;0
4;25-34;Wien;9;160526;M;7778;7146;2
4;25-34;Wien;9;157739;W;7459;6780;1
4;25-34;Österreich;10;617223;M;31447;29499;3
4;25-34;Österreich;10;591807;W;31144;29024;2
5;35-44;Burgenland;1;18298;M;722;674;0
5;35-44;Burgenland;1;19387;W;796;740;1
5;35-44;Kärnten;2;34383;M;1429;1301;1
5;35-44;Kärnten;2;34229;W;1896;1727;0
5;35-44;Niederösterreich;3;106173;M;3981;3731;4
5;35-44;Niederösterreich;3;107318;W;4391;4063;0
5;35-44;Oberösterreich;4;97716;M;5415;5128;3
5;35-44;Oberösterreich;4;93775;W;6110;5781;1
5;35-44;Salzburg;5;36981;M;2290;2159;0
5;35-44;Salzburg;5;36583;W;2334;2198;0
5;35-44;Steiermark;6;81448;M;3003;2849;2
5;35-44;Steiermark;6;78824;W;3494;3274;0
5;35-44;Tirol;7;49976;M;2811;2728;0
5;35-44;Tirol;7;50079;W;3171;3073;0
5;35-44;Vorarlberg;8;26757;M;1455;1404;0
5;35-44;Vorarlberg;8;26809;W;1678;1618;0
5;35-44;Wien;9;138896;M;5882;5342;2
5;35-44;Wien;9;137113;W;6112;5511;1
5;35-44;Österreich;10;590628;M;26988;25316;12
5;35-44;Österreich;10;584117;W;29982;27985;3
6;45-54;Burgenland;1;23198;M;918;873;3
6;45-54;Burgenland;1;23111;W;1016;956;0
6;45-54;Kärnten;2;42248;M;1905;1704;5
6;45-54;Kärnten;2;43197;W;2431;2187;1
6;45-54;Niederösterreich;3;132507;M;5075;4735;8
6;45-54;Niederösterreich;3;133561;W;5843;5378;7
6;45-54;Oberösterreich;4;111122;M;6632;6260;7
6;45-54;Oberösterreich;4;109542;W;7663;7248;4
6;45-54;Salzburg;5;40972;M;2675;2520;2
6;45-54;Salzburg;5;42207;W;3004;2830;2
6;45-54;Steiermark;6;94416;M;3937;3686;10
6;45-54;Steiermark;6;92354;W;4579;4262;4
6;45-54;Tirol;7;56912;M;3511;3399;7
6;45-54;Tirol;7;57521;W;3943;3813;3
6;45-54;Vorarlberg;8;30023;M;1799;1736;0
6;45-54;Vorarlberg;8;29851;W;1987;1911;0
6;45-54;Wien;9;134056;M;5807;5239;14
6;45-54;Wien;9;137059;W;6197;5574;9
6;45-54;Österreich;10;665454;M;32260;30152;56
6;45-54;Österreich;10;668403;W;36663;34159;30
7;55-64;Burgenland;1;23739;M;790;722;10
7;55-64;Burgenland;1;23841;W;711;660;1
7;55-64;Kärnten;2;43390;M;1826;1639;10
7;55-64;Kärnten;2;45306;W;1793;1612;9
7;55-64;Niederösterreich;3;124044;M;4464;4116;24
7;55-64;Niederösterreich;3;125362;W;4027;3711;19
7;55-64;Oberösterreich;4;107183;M;5811;5435;54
7;55-64;Oberösterreich;4;107982;W;5565;5208;15
7;55-64;Salzburg;5;37432;M;2265;2109;11
7;55-64;Salzburg;5;40224;W;2189;2045;8
7;55-64;Steiermark;6;90939;M;3326;3063;33
7;55-64;Steiermark;6;92404;W;3151;2925;25
7;55-64;Tirol;7;51443;M;3003;2882;12
7;55-64;Tirol;7;52659;W;2888;2788;3
7;55-64;Vorarlberg;8;26503;M;1405;1342;10
7;55-64;Vorarlberg;8;26569;W;1394;1340;5
7;55-64;Wien;9;113414;M;4391;3900;43
7;55-64;Wien;9;118686;W;3944;3443;22
7;55-64;Österreich;10;618087;M;27281;25208;207
7;55-64;Österreich;10;633033;W;25662;23732;107
8;65-74;Burgenland;1;16429;M;427;390;22
8;65-74;Burgenland;1;17400;W;392;366;2
8;65-74;Kärnten;2;28957;M;961;835;43
8;65-74;Kärnten;2;32719;W;977;856;21
8;65-74;Niederösterreich;3;78908;M;2126;1890;92
8;65-74;Niederösterreich;3;87896;W;2076;1865;42
8;65-74;Oberösterreich;4;66173;M;2771;2473;129
8;65-74;Oberösterreich;4;72610;W;2606;2397;50
8;65-74;Salzburg;5;24832;M;1025;917;28
8;65-74;Salzburg;5;29066;W;1032;946;16
8;65-74;Steiermark;6;58267;M;1740;1517;107
8;65-74;Steiermark;6;66010;W;1752;1578;64
8;65-74;Tirol;7;32227;M;1428;1342;38
8;65-74;Tirol;7;36747;W;1448;1357;22
8;65-74;Vorarlberg;8;16802;M;685;632;23
8;65-74;Vorarlberg;8;18708;W;740;707;9
8;65-74;Wien;9;70556;M;2070;1644;129
8;65-74;Wien;9;87728;W;2081;1712;54
8;65-74;Österreich;10;393151;M;13233;11640;611
8;65-74;Österreich;10;448884;W;13104;11784;280
9;75-84;Burgenland;1;9974;M;285;234;32
9;75-84;Burgenland;1;12803;W;375;311;33
9;75-84;Kärnten;2;19150;M;868;652;106
9;75-84;Kärnten;2;25643;W;1093;884;65
9;75-84;Niederösterreich;3;57182;M;1674;1320;211
9;75-84;Niederösterreich;3;72202;W;1951;1641;140
9;75-84;Oberösterreich;4;43017;M;2014;1620;262
9;75-84;Oberösterreich;4;58203;W;2416;2092;153
9;75-84;Salzburg;5;16683;M;765;624;91
9;75-84;Salzburg;5;21887;W;941;800;48
9;75-84;Steiermark;6;40440;M;1573;1166;279
9;75-84;Steiermark;6;54237;W;2034;1655;217
9;75-84;Tirol;7;22116;M;1142;958;137
9;75-84;Tirol;7;28566;W;1334;1196;75
9;75-84;Vorarlberg;8;11038;M;489;420;53
9;75-84;Vorarlberg;8;13982;W;556;507;28
9;75-84;Wien;9;48860;M;1574;1057;247
9;75-84;Wien;9;69284;W;2139;1507;177
9;75-84;Österreich;10;268460;M;10384;8051;1418
9;75-84;Österreich;10;356807;W;12839;10593;936
10;>84;Burgenland;1;2822;M;122;77;31
10;>84;Burgenland;1;6057;W;338;265;46
10;>84;Kärnten;2;5625;M;440;263;114
10;>84;Kärnten;2;11774;W;1082;761;170
10;>84;Niederösterreich;3;15354;M;649;390;186
10;>84;Niederösterreich;3;30297;W;1546;1113;255
10;>84;Oberösterreich;4;12674;M;895;578;245
10;>84;Oberösterreich;4;25195;W;2015;1516;314
10;>84;Salzburg;5;4612;M;330;230;76
10;>84;Salzburg;5;8792;W;727;566;100
10;>84;Steiermark;6;11804;M;806;486;266
10;>84;Steiermark;6;24771;W;2336;1693;462
10;>84;Tirol;7;6514;M;517;369;117
10;>84;Tirol;7;11787;W;983;817;133
10;>84;Vorarlberg;8;3076;M;175;123;47
10;>84;Vorarlberg;8;6109;W;365;289;59
10;>84;Wien;9;11844;M;690;369;195
10;>84;Wien;9;27218;W;1994;1187;345
10;>84;Österreich;10;74325;M;4624;2885;1277
10;>84;Österreich;10;152000;W;11386;8207;1884
